skew_X1,skew_X2,skew_Y1,skew_Y2,vc_X1,vc_X2,vc_Y1,vc_Y2,percentile_5_X1,percentile_95_X1,percentile_5_X2,percentile_95_X2,percentile_5_Y1,percentile_95_Y1,percentile_5_Y2,percentile_95_Y2,mean_X1,mean_X2,mean_Y1,mean_Y2,kurt_X1,kurt_X2,kurt_Y1,kurt_Y2,median_X1,median_X2,median_Y1,median_Y2,max_X1,max_X2,max_Y1,max_Y2,min_X1,min_X2,min_Y1,min_Y2,samp_X1,samp_X2,samp_Y1,samp_Y2,var_X1,var_X2,var_Y1,var_Y2,sigma_X1,sigma_X2,sigma_Y1,sigma_Y2,nsen_X1_X1,nsen_X1_X2,nsen_X1_Y1,nsen_X1_Y2,nsen_X2_X1,nsen_X2_X2,nsen_X2_Y1,nsen_X2_Y2,nsen_Y1_X1,nsen_Y1_X2,nsen_Y1_Y1,nsen_Y1_Y2,nsen_Y2_X1,nsen_Y2_X2,nsen_Y2_Y1,nsen_Y2_Y2,sen_X1_X1,sen_X1_X2,sen_X1_Y1,sen_X1_Y2,sen_X2_X1,sen_X2_X2,sen_X2_Y1,sen_X2_Y2,sen_Y1_X1,sen_Y1_X2,sen_Y1_Y1,sen_Y1_Y2,sen_Y2_X1,sen_Y2_X2,sen_Y2_Y1,sen_Y2_Y2,pear_X1_X1,pear_X1_X2,pear_X1_Y1,pear_X1_Y2,pear_X2_X1,pear_X2_X2,pear_X2_Y1,pear_X2_Y2,pear_Y1_X1,pear_Y1_X2,pear_Y1_Y1,pear_Y1_Y2,pear_Y2_X1,pear_Y2_X2,pear_Y2_Y1,pear_Y2_Y2,cov_X1_X1,cov_X1_X2,cov_X1_Y1,cov_X1_Y2,cov_X2_X1,cov_X2_X2,cov_X2_Y1,cov_X2_Y2,cov_Y1_X1,cov_Y1_X2,cov_Y1_Y1,cov_Y1_Y2,cov_Y2_X1,cov_Y2_X2,cov_Y2_Y1,cov_Y2_Y2,vsen_X1_X1,vsen_X1_X2,vsen_X1_Y1,vsen_X1_Y2,vsen_X2_X1,vsen_X2_X2,vsen_X2_Y1,vsen_X2_Y2,vsen_Y1_X1,vsen_Y1_X2,vsen_Y1_Y1,vsen_Y1_Y2,vsen_Y2_X1,vsen_Y2_X2,vsen_Y2_Y1,vsen_Y2_Y2
-0.0425290506023,-0.0147661255167,0.183278545478,-0.0147553273307,-57.5666069546,0.578862010264,32.5948607359,0.578864748036,-0.339117938719,0.320718632828,89.618703837,1901.96889776,-356.524633181,408.065832328,313.425368063,6657.16584532,-0.00345515218154,1002.92634839,6.83324320178,3510.23980077,0.234361644577,-1.20196107076,1.83648748753,-1.2019648123,-0.00558044914827,1024.34599284,2.19983849858,3585.06448523,0.730571834678,1999.94649692,787.044648326,6999.81387366,-0.703216826173,0.141528900746,-859.319790576,0.606012615631,1000.0,1000.0,1000.0,1000.0,0.0395617619903,337045.22522,49608.0339514,4128837.37436,0.198901387603,580.555962178,222.728610536,2031.95407782,1.0,1451350.08172,1.10661133161e-06,-1451349.08172,6.89014140881e-07,1.0,-3.02571527715e-18,0.999999310986,-0.468162327803,-25127.3714215,1.0,25128.4790619,-6.89014615622e-07,1.00000068901,2.5934720245e-18,1.0,1.0,-5.0,0.0,1.42857142857,-0.199999999999,1.0,-9.87559068131e-16,0.285714285714,925.883108409,-171.200449128,1.0,48.9166039386,0.7,3.5,-9.75781955237e-19,1.0,1.0,0.0589340269889,0.858589218785,0.0590023095908,0.0589340269889,1.0,0.0705091361187,0.999999997661,0.858589218785,0.0705091361187,1.0,0.0705676823814,0.0590023095908,0.999999997661,0.0705676823814,1.0,0.0395617619903,6.80531167403,38.0363864768,23.8462840925,6.80531167403,337045.22522,9117.28416584,1179663.05199,38.0363864768,9117.28416584,49608.0339514,31937.120051,23.8462840925,1179663.05199,31937.120051,4128837.37436,1.0,-5.00000364838,-5.5954551062e-10,1.42857247097,-0.199999999999,1.0,-4.4408920985e-16,0.285714285714,925.883108965,-171.200447789,1.0,48.9166035561,0.699999999997,3.5,1.33226762955e-15,1.0
