angle,v0,r,ymax,age,batchId,fitness,iteration,accepted,conv_objective,ConstraintEvaluation_impConstr1
70.7090979222,116.265728033,860.211629352,614.407443626,1.0,11.0,361.452054702,10.0,accepted,0.0,-364.407443626
31.108715503,160.483915175,2325.11360074,350.7701568,1.0,11.0,625.089341528,10.0,accepted,0.0,-100.7701568
24.2638042428,133.493630815,1362.49906478,153.53899917,1.0,11.0,1362.49906478,10.0,accepted,0.0,96.4610008295
43.2784352168,122.845126065,1537.1106531,361.851976378,1.0,11.0,614.00752195,10.0,accepted,0.0,-111.851976378
43.2784352168,122.845126065,1537.1106531,361.851976378,1.0,11.0,614.00752195,10.0,accepted,0.0,-111.851976378
31.108715503,146.370285453,1934.13593717,291.786674742,1.0,11.0,684.072823586,10.0,accepted,0.0,-41.7866747417
23.589403466,133.493630815,1333.77447265,145.604501362,1.0,11.0,1333.77447265,10.0,accepted,0.0,104.395498638
43.2784352168,116.855828712,1390.88118141,327.428024382,1.0,11.0,648.431473946,10.0,accepted,0.0,-77.4280243817
31.108715503,160.483915175,2325.11360074,350.7701568,1.0,11.0,625.089341528,10.0,accepted,0.0,-100.7701568
74.1244744857,116.855828712,733.246321159,644.565168907,1.0,11.0,331.294329421,10.0,accepted,0.0,-394.565168907
57.9946119462,116.265728033,1239.87348128,495.949299185,1.0,11.0,479.910199143,10.0,accepted,0.0,-245.949299185
31.108715503,146.370285453,1934.13593717,291.786674742,1.0,11.0,684.072823586,10.0,accepted,0.0,-41.7866747417
23.589403466,133.493630815,1333.77447265,145.604501362,1.0,11.0,1333.77447265,10.0,accepted,0.0,104.395498638
31.108715503,160.483915175,2325.11360074,350.7701568,7.0,12.0,632.476164359,11.0,accepted,0.0,-100.7701568
25.580173568,133.493630815,1416.37749489,169.502965707,7.0,12.0,1416.37749489,11.0,accepted,0.0,80.4970342932
57.9946119462,122.845126065,1384.17117564,553.668366066,7.0,12.0,429.577955093,11.0,accepted,0.0,-303.668366066
24.2638042428,133.493630815,1362.49906478,153.53899917,7.0,12.0,1362.49906478,11.0,accepted,0.0,96.4610008295
31.108715503,157.495460682,2239.32555902,337.828042989,7.0,12.0,645.41827817,11.0,accepted,0.0,-87.8280429885
25.753980675,133.493630815,1423.27027627,171.656494649,7.0,12.0,1423.27027627,11.0,accepted,0.0,78.343505351
31.108715503,141.787702726,1814.92334484,273.802082637,7.0,12.0,709.444238521,11.0,accepted,0.0,-23.8020826374
25.753980675,133.493630815,1423.27027627,171.656494649,7.0,12.0,1423.27027627,11.0,accepted,0.0,78.343505351
31.108715503,146.370285453,1934.13593717,291.786674742,7.0,12.0,691.459646417,11.0,accepted,0.0,-41.7866747417
27.1046257629,133.493630815,1475.02917569,188.740210138,7.0,12.0,1475.02917569,11.0,accepted,0.0,61.2597898617
31.108715503,133.493630815,1608.80069606,242.706107882,7.0,12.0,1608.80069606,11.0,accepted,0.0,7.29389211779
31.108715503,133.493630815,1608.80069606,242.706107882,7.0,12.0,1608.80069606,11.0,accepted,0.0,7.29389211779
31.108715503,157.495460682,2239.32555902,337.828042989,7.0,12.0,645.41827817,11.0,accepted,0.0,-87.8280429885
25.580173568,133.493630815,1416.37749489,169.502965707,7.0,12.0,1416.37749489,11.0,accepted,0.0,80.4970342932
25.580173568,146.370285453,1702.80048994,203.780230972,7.0,12.0,1702.80048994,11.0,accepted,0.0,46.2197690285
74.1244744857,116.855828712,733.246321159,644.565168907,7.0,12.0,338.681152252,11.0,accepted,0.0,-394.565168907
74.1244744857,118.159733091,749.701079081,659.029835845,7.0,12.0,324.216485314,11.0,accepted,0.0,-409.029835845
25.580173568,141.787702726,1597.84651193,191.220012668,7.0,12.0,1597.84651193,11.0,accepted,0.0,58.7799873325
74.1244744857,118.159733091,749.701079081,659.029835845,7.0,12.0,324.216485314,11.0,accepted,0.0,-409.029835845
57.9946119462,118.007651872,1277.3040173,510.921510778,7.0,12.0,472.324810381,11.0,accepted,0.0,-260.921510778
27.1046257629,160.483915175,2131.78077699,272.776131109,7.0,12.0,710.47019005,11.0,accepted,0.0,-22.7761311093
43.2784352168,118.007651872,1418.43555682,333.914613477,7.0,12.0,649.331707682,11.0,accepted,0.0,-83.9146134766
31.108715503,160.483915175,2325.11360074,350.7701568,7.0,12.0,632.476164359,11.0,accepted,0.0,-100.7701568
74.1244744857,118.007651872,747.772468088,657.334477226,7.0,12.0,325.911843933,11.0,accepted,0.0,-407.334477226
70.7090979222,116.855828712,868.96570768,620.660057172,7.0,12.0,362.586263987,11.0,accepted,0.0,-370.660057172
57.9946119462,118.159733091,1280.59836508,512.239249641,7.0,12.0,471.007071518,11.0,accepted,0.0,-262.239249641
24.2638042428,141.787702726,1537.06507341,173.210711942,7.0,12.0,1537.06507341,11.0,accepted,0.0,76.789288058
57.9946119462,118.159733091,1280.59836508,512.239249641,7.0,12.0,471.007071518,11.0,accepted,0.0,-262.239249641
57.9946119462,116.855828712,1252.49124789,500.996404878,7.0,12.0,482.249916281,11.0,accepted,0.0,-250.996404878
57.9946119462,119.341547543,1306.34314554,522.537159887,7.0,12.0,460.709161272,11.0,accepted,0.0,-272.537159887
24.2638042428,133.493630815,1362.49906478,153.53899917,7.0,12.0,1362.49906478,11.0,accepted,0.0,96.4610008295
31.108715503,146.370285453,1934.13593717,291.786674742,7.0,12.0,691.459646417,11.0,accepted,0.0,-41.7866747417
57.9946119462,116.855828712,1252.49124789,500.996404878,7.0,12.0,482.249916281,11.0,accepted,0.0,-250.996404878
52.7573745436,118.159733091,1372.75307095,451.436065568,7.0,12.0,531.810255591,11.0,accepted,0.0,-201.436065568
70.7090979222,118.159733091,888.46614014,634.58827024,7.0,12.0,348.658050919,11.0,accepted,0.0,-384.58827024
57.9946119462,118.159733091,1280.59836508,512.239249641,7.0,12.0,471.007071518,11.0,accepted,0.0,-262.239249641
27.1046257629,157.495460682,2053.12599721,262.711706684,7.0,12.0,720.534614475,11.0,accepted,0.0,-12.7117066836
43.2784352168,122.845126065,1537.1106531,361.851976378,7.0,12.0,621.394344781,11.0,accepted,0.0,-111.851976378
70.7090979222,118.159733091,888.46614014,634.58827024,7.0,12.0,348.658050919,11.0,accepted,0.0,-384.58827024
70.7090979222,118.007651872,886.180555108,632.955787711,7.0,12.0,350.290533448,11.0,accepted,0.0,-382.955787711
52.7573745436,119.341547543,1400.35050306,460.511606125,7.0,12.0,522.734715034,11.0,accepted,0.0,-210.511606125
43.2784352168,118.159733091,1422.0939028,334.775826508,7.0,12.0,648.470494651,11.0,accepted,0.0,-84.7758265083
31.108715503,141.787702726,1814.92334484,273.802082637,7.0,12.0,709.444238521,11.0,accepted,0.0,-23.8020826374
52.7573745436,118.007651872,1369.22165458,450.274743298,7.0,12.0,532.971577861,11.0,accepted,0.0,-200.274743298
27.1046257629,133.493630815,1475.02917569,188.740210138,7.0,12.0,1475.02917569,11.0,accepted,0.0,61.2597898617
31.108715503,146.370285453,1934.13593717,291.786674742,7.0,12.0,691.459646417,11.0,accepted,0.0,-41.7866747417
27.1046257629,157.495460682,2053.12599721,262.711706684,7.0,12.0,720.534614475,11.0,accepted,0.0,-12.7117066836
57.9946119462,118.007651872,1277.3040173,510.921510778,7.0,12.0,472.324810381,11.0,accepted,0.0,-260.921510778
31.108715503,157.495460682,2239.32555902,337.828042989,7.0,12.0,645.41827817,11.0,accepted,0.0,-87.8280429885
25.580173568,133.493630815,1416.37749489,169.502965707,7.0,12.0,1416.37749489,11.0,accepted,0.0,80.4970342932
43.2784352168,119.341547543,1450.68326878,341.506063241,4.0,13.0,1185.79795406,12.0,accepted,0.0,-91.5060632411
31.108715503,146.370285453,1934.13593717,291.786674742,4.0,13.0,1235.51734256,12.0,accepted,0.0,-41.7866747417
27.1046257629,133.493630815,1475.02917569,188.740210138,4.0,13.0,1475.02917569,12.0,accepted,0.0,61.2597898617
31.108715503,146.370285453,1934.13593717,291.786674742,4.0,13.0,1235.51734256,12.0,accepted,0.0,-41.7866747417
27.1046257629,133.493630815,1475.02917569,188.740210138,4.0,13.0,1475.02917569,12.0,accepted,0.0,61.2597898617
57.9946119462,122.845126065,1384.17117564,553.668366066,4.0,13.0,973.635651239,12.0,accepted,0.0,-303.668366066
27.1046257629,146.370285453,1773.31284358,226.907673593,4.0,13.0,1773.31284358,12.0,accepted,0.0,23.0923264073
25.580173568,146.370285453,1702.80048994,203.780230972,4.0,13.0,1702.80048994,12.0,accepted,0.0,46.2197690285
27.1046257629,141.787702726,1664.01275921,212.921969967,4.0,13.0,1664.01275921,12.0,accepted,0.0,37.0780300331
27.1046257629,146.370285453,1773.31284358,226.907673593,4.0,13.0,1773.31284358,12.0,accepted,0.0,23.0923264073
43.2784352168,119.341547543,1450.68326878,341.506063241,4.0,13.0,1185.79795406,12.0,accepted,0.0,-91.5060632411
31.108715503,146.370285453,1934.13593717,291.786674742,4.0,13.0,1235.51734256,12.0,accepted,0.0,-41.7866747417
31.108715503,133.493630815,1608.80069606,242.706107882,4.0,13.0,1608.80069606,12.0,accepted,0.0,7.29389211779
31.108715503,133.493630815,1608.80069606,242.706107882,4.0,13.0,1608.80069606,12.0,accepted,0.0,7.29389211779
31.108715503,133.493630815,1608.80069606,242.706107882,4.0,13.0,1608.80069606,12.0,accepted,0.0,7.29389211779
31.108715503,133.493630815,1608.80069606,242.706107882,4.0,13.0,1608.80069606,12.0,accepted,0.0,7.29389211779
31.108715503,133.493630815,1608.80069606,242.706107882,4.0,13.0,1608.80069606,12.0,accepted,0.0,7.29389211779
31.108715503,146.370285453,1934.13593717,291.786674742,4.0,13.0,1235.51734256,12.0,accepted,0.0,-41.7866747417
25.580173568,133.493630815,1416.37749489,169.502965707,4.0,13.0,1416.37749489,12.0,accepted,0.0,80.4970342932
31.108715503,133.493630815,1608.80069606,242.706107882,4.0,13.0,1608.80069606,12.0,accepted,0.0,7.29389211779
27.1046257629,141.787702726,1664.01275921,212.921969967,4.0,13.0,1664.01275921,12.0,accepted,0.0,37.0780300331
31.108715503,133.493630815,1608.80069606,242.706107882,4.0,13.0,1608.80069606,12.0,accepted,0.0,7.29389211779
31.108715503,133.493630815,1608.80069606,242.706107882,4.0,13.0,1608.80069606,12.0,accepted,0.0,7.29389211779
31.108715503,133.493630815,1608.80069606,242.706107882,4.0,13.0,1608.80069606,12.0,accepted,0.0,7.29389211779
31.108715503,133.493630815,1608.80069606,242.706107882,4.0,13.0,1608.80069606,12.0,accepted,0.0,7.29389211779
31.108715503,133.493630815,1608.80069606,242.706107882,4.0,13.0,1608.80069606,12.0,accepted,0.0,7.29389211779
31.108715503,133.493630815,1608.80069606,242.706107882,4.0,13.0,1608.80069606,12.0,accepted,0.0,7.29389211779
31.108715503,133.493630815,1608.80069606,242.706107882,4.0,13.0,1608.80069606,12.0,accepted,0.0,7.29389211779
31.108715503,141.787702726,1814.92334484,273.802082637,4.0,13.0,1253.50193467,12.0,accepted,0.0,-23.8020826374
27.1046257629,133.493630815,1475.02917569,188.740210138,4.0,13.0,1475.02917569,12.0,accepted,0.0,61.2597898617
31.108715503,133.493630815,1608.80069606,242.706107882,4.0,13.0,1608.80069606,12.0,accepted,0.0,7.29389211779
31.108715503,133.493630815,1608.80069606,242.706107882,4.0,13.0,1608.80069606,12.0,accepted,0.0,7.29389211779
31.108715503,133.493630815,1608.80069606,242.706107882,4.0,13.0,1608.80069606,12.0,accepted,0.0,7.29389211779
31.108715503,133.493630815,1608.80069606,242.706107882,4.0,13.0,1608.80069606,12.0,accepted,0.0,7.29389211779
31.108715503,146.370285453,1934.13593717,291.786674742,4.0,13.0,1235.51734256,12.0,accepted,0.0,-41.7866747417
25.580173568,133.493630815,1416.37749489,169.502965707,4.0,13.0,1416.37749489,12.0,accepted,0.0,80.4970342932
31.108715503,141.787702726,1814.92334484,273.802082637,4.0,13.0,1253.50193467,12.0,accepted,0.0,-23.8020826374
43.2784352168,119.341547543,1450.68326878,341.506063241,4.0,13.0,1185.79795406,12.0,accepted,0.0,-91.5060632411
43.2784352168,122.845126065,1537.1106531,361.851976378,4.0,13.0,1165.45204093,12.0,accepted,0.0,-111.851976378
43.2784352168,122.845126065,1537.1106531,361.851976378,4.0,13.0,1165.45204093,12.0,accepted,0.0,-111.851976378
57.9946119462,118.007651872,1277.3040173,510.921510778,4.0,13.0,1016.38250653,12.0,accepted,0.0,-260.921510778
43.2784352168,122.845126065,1537.1106531,361.851976378,4.0,13.0,1165.45204093,12.0,accepted,0.0,-111.851976378
25.580173568,133.493630815,1416.37749489,169.502965707,4.0,13.0,1416.37749489,12.0,accepted,0.0,80.4970342932
57.9946119462,122.845126065,1384.17117564,553.668366066,4.0,13.0,973.635651239,12.0,accepted,0.0,-303.668366066
27.1046257629,133.493630815,1475.02917569,188.740210138,4.0,13.0,1475.02917569,12.0,accepted,0.0,61.2597898617
31.108715503,141.787702726,1814.92334484,273.802082637,4.0,13.0,1253.50193467,12.0,accepted,0.0,-23.8020826374
27.1046257629,133.493630815,1475.02917569,188.740210138,4.0,13.0,1475.02917569,12.0,accepted,0.0,61.2597898617
31.108715503,141.787702726,1814.92334484,273.802082637,4.0,13.0,1253.50193467,12.0,accepted,0.0,-23.8020826374
43.2784352168,122.845126065,1537.1106531,361.851976378,4.0,13.0,1165.45204093,12.0,accepted,0.0,-111.851976378
43.2784352168,122.845126065,1537.1106531,361.851976378,4.0,13.0,1165.45204093,12.0,accepted,0.0,-111.851976378
27.1046257629,160.483915175,2131.78077699,272.776131109,0.0,14.0,710.47019005,13.0,accepted,0.0,-22.7761311093
24.2638042428,146.370285453,1638.02664433,184.587995754,0.0,14.0,1638.02664433,13.0,accepted,0.0,65.4120042464
27.1046257629,146.370285453,1773.31284358,226.907673593,0.0,14.0,1773.31284358,13.0,accepted,0.0,23.0923264073
27.1046257629,146.370285453,1773.31284358,226.907673593,0.0,14.0,1773.31284358,13.0,accepted,0.0,23.0923264073
27.1046257629,146.370285453,1773.31284358,226.907673593,0.0,14.0,1773.31284358,13.0,accepted,0.0,23.0923264073
27.1046257629,146.370285453,1773.31284358,226.907673593,0.0,14.0,1773.31284358,13.0,accepted,0.0,23.0923264073
57.9946119462,119.341547543,1306.34314554,522.537159887,0.0,14.0,460.709161272,13.0,accepted,0.0,-272.537159887
57.9946119462,116.855828712,1252.49124789,500.996404878,0.0,14.0,482.249916281,13.0,accepted,0.0,-250.996404878
27.1046257629,146.370285453,1773.31284358,226.907673593,0.0,14.0,1773.31284358,13.0,accepted,0.0,23.0923264073
25.580173568,146.370285453,1702.80048994,203.780230972,0.0,14.0,1702.80048994,13.0,accepted,0.0,46.2197690285
27.1046257629,160.483915175,2131.78077699,272.776131109,0.0,14.0,710.47019005,13.0,accepted,0.0,-22.7761311093
25.580173568,146.370285453,1702.80048994,203.780230972,0.0,14.0,1702.80048994,13.0,accepted,0.0,46.2197690285
27.1046257629,157.495460682,2053.12599721,262.711706684,0.0,14.0,720.534614475,13.0,accepted,0.0,-12.7117066836
24.2638042428,146.370285453,1638.02664433,184.587995754,0.0,14.0,1638.02664433,13.0,accepted,0.0,65.4120042464
74.1244744857,116.855828712,733.246321159,644.565168907,0.0,14.0,338.681152252,13.0,accepted,0.0,-394.565168907
57.9946119462,119.341547543,1306.34314554,522.537159887,0.0,14.0,460.709161272,13.0,accepted,0.0,-272.537159887
24.2638042428,146.370285453,1638.02664433,184.587995754,0.0,14.0,1638.02664433,13.0,accepted,0.0,65.4120042464
27.1046257629,160.483915175,2131.78077699,272.776131109,0.0,14.0,710.47019005,13.0,accepted,0.0,-22.7761311093
24.2638042428,146.370285453,1638.02664433,184.587995754,0.0,14.0,1638.02664433,13.0,accepted,0.0,65.4120042464
24.2638042428,146.370285453,1638.02664433,184.587995754,0.0,14.0,1638.02664433,13.0,accepted,0.0,65.4120042464
74.1244744857,118.007651872,747.772468088,657.334477226,0.0,14.0,325.911843933,13.0,accepted,0.0,-407.334477226
74.1244744857,116.855828712,733.246321159,644.565168907,0.0,14.0,338.681152252,13.0,accepted,0.0,-394.565168907
74.1244744857,118.007651872,747.772468088,657.334477226,0.0,14.0,325.911843933,13.0,accepted,0.0,-407.334477226
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,14.0,362.586263987,13.0,accepted,0.0,-370.660057172
74.1244744857,116.855828712,733.246321159,644.565168907,0.0,14.0,338.681152252,13.0,accepted,0.0,-394.565168907
57.9946119462,119.341547543,1306.34314554,522.537159887,0.0,14.0,460.709161272,13.0,accepted,0.0,-272.537159887
57.9946119462,119.341547543,1306.34314554,522.537159887,0.0,14.0,460.709161272,13.0,accepted,0.0,-272.537159887
57.9946119462,119.341547543,1306.34314554,522.537159887,0.0,14.0,460.709161272,13.0,accepted,0.0,-272.537159887
24.2638042428,146.370285453,1638.02664433,184.587995754,0.0,14.0,1638.02664433,13.0,accepted,0.0,65.4120042464
57.9946119462,119.341547543,1306.34314554,522.537159887,0.0,14.0,460.709161272,13.0,accepted,0.0,-272.537159887
57.9946119462,118.007651872,1277.3040173,510.921510778,0.0,14.0,472.324810381,13.0,accepted,0.0,-260.921510778
27.1046257629,160.483915175,2131.78077699,272.776131109,0.0,14.0,710.47019005,13.0,accepted,0.0,-22.7761311093
57.9946119462,118.007651872,1277.3040173,510.921510778,0.0,14.0,472.324810381,13.0,accepted,0.0,-260.921510778
27.1046257629,157.495460682,2053.12599721,262.711706684,0.0,14.0,720.534614475,13.0,accepted,0.0,-12.7117066836
24.2638042428,146.370285453,1638.02664433,184.587995754,0.0,14.0,1638.02664433,13.0,accepted,0.0,65.4120042464
57.9946119462,116.855828712,1252.49124789,500.996404878,0.0,14.0,482.249916281,13.0,accepted,0.0,-250.996404878
57.9946119462,119.341547543,1306.34314554,522.537159887,0.0,14.0,460.709161272,13.0,accepted,0.0,-272.537159887
57.9946119462,118.007651872,1277.3040173,510.921510778,0.0,14.0,472.324810381,13.0,accepted,0.0,-260.921510778
27.1046257629,160.483915175,2131.78077699,272.776131109,0.0,14.0,710.47019005,13.0,accepted,0.0,-22.7761311093
57.9946119462,118.007651872,1277.3040173,510.921510778,0.0,14.0,472.324810381,13.0,accepted,0.0,-260.921510778
70.7090979222,119.341547543,906.327607363,647.345849935,0.0,14.0,335.900471224,13.0,accepted,0.0,-397.345849935
57.9946119462,116.855828712,1252.49124789,500.996404878,0.0,14.0,482.249916281,13.0,accepted,0.0,-250.996404878
57.9946119462,118.007651872,1277.3040173,510.921510778,0.0,14.0,472.324810381,13.0,accepted,0.0,-260.921510778
74.1244744857,116.855828712,733.246321159,644.565168907,0.0,14.0,338.681152252,13.0,accepted,0.0,-394.565168907
57.9946119462,118.007651872,1277.3040173,510.921510778,0.0,14.0,472.324810381,13.0,accepted,0.0,-260.921510778
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,14.0,362.586263987,13.0,accepted,0.0,-370.660057172
74.1244744857,118.007651872,747.772468088,657.334477226,0.0,14.0,325.911843933,13.0,accepted,0.0,-407.334477226
57.9946119462,118.007651872,1277.3040173,510.921510778,0.0,14.0,472.324810381,13.0,accepted,0.0,-260.921510778
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,14.0,362.586263987,13.0,accepted,0.0,-370.660057172
74.1244744857,116.855828712,733.246321159,644.565168907,0.0,14.0,338.681152252,13.0,accepted,0.0,-394.565168907
27.1046257629,157.495460682,2053.12599721,262.711706684,0.0,15.0,720.534614475,14.0,accepted,0.0,-12.7117066836
24.2638042428,141.787702726,1537.06507341,173.210711942,0.0,15.0,1537.06507341,14.0,accepted,0.0,76.789288058
27.1046257629,160.483915175,2131.78077699,272.776131109,0.0,15.0,710.47019005,14.0,accepted,0.0,-22.7761311093
24.2638042428,141.787702726,1537.06507341,173.210711942,0.0,15.0,1537.06507341,14.0,accepted,0.0,76.789288058
70.7090979222,119.341547543,906.327607363,647.345849935,0.0,15.0,335.900471224,14.0,accepted,0.0,-397.345849935
25.580173568,141.787702726,1597.84651193,191.220012668,0.0,15.0,1597.84651193,14.0,accepted,0.0,58.7799873325
27.1046257629,146.370285453,1773.31284358,226.907673593,0.0,15.0,1773.31284358,14.0,accepted,0.0,23.0923264073
25.580173568,141.787702726,1597.84651193,191.220012668,0.0,15.0,1597.84651193,14.0,accepted,0.0,58.7799873325
27.1046257629,141.787702726,1664.01275921,212.921969967,0.0,15.0,1664.01275921,14.0,accepted,0.0,37.0780300331
52.7573745436,119.341547543,1400.35050306,460.511606125,0.0,15.0,522.734715034,14.0,accepted,0.0,-210.511606125
27.1046257629,160.483915175,2131.78077699,272.776131109,0.0,15.0,710.47019005,14.0,accepted,0.0,-22.7761311093
24.2638042428,141.787702726,1537.06507341,173.210711942,0.0,15.0,1537.06507341,14.0,accepted,0.0,76.789288058
70.7090979222,119.341547543,906.327607363,647.345849935,0.0,15.0,335.900471224,14.0,accepted,0.0,-397.345849935
24.2638042428,141.787702726,1537.06507341,173.210711942,0.0,15.0,1537.06507341,14.0,accepted,0.0,76.789288058
74.1244744857,116.855828712,733.246321159,644.565168907,0.0,15.0,338.681152252,14.0,accepted,0.0,-394.565168907
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,15.0,362.586263987,14.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,15.0,362.586263987,14.0,accepted,0.0,-370.660057172
70.7090979222,118.007651872,886.180555108,632.955787711,0.0,15.0,350.290533448,14.0,accepted,0.0,-382.955787711
24.2638042428,146.370285453,1638.02664433,184.587995754,0.0,15.0,1638.02664433,14.0,accepted,0.0,65.4120042464
70.7090979222,118.007651872,886.180555108,632.955787711,0.0,15.0,350.290533448,14.0,accepted,0.0,-382.955787711
24.2638042428,141.787702726,1537.06507341,173.210711942,0.0,15.0,1537.06507341,14.0,accepted,0.0,76.789288058
27.1046257629,157.495460682,2053.12599721,262.711706684,0.0,15.0,720.534614475,14.0,accepted,0.0,-12.7117066836
74.1244744857,116.855828712,733.246321159,644.565168907,0.0,15.0,338.681152252,14.0,accepted,0.0,-394.565168907
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,15.0,362.586263987,14.0,accepted,0.0,-370.660057172
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,15.0,362.586263987,14.0,accepted,0.0,-370.660057172
74.1244744857,116.855828712,733.246321159,644.565168907,0.0,15.0,338.681152252,14.0,accepted,0.0,-394.565168907
70.7090979222,118.007651872,886.180555108,632.955787711,0.0,15.0,350.290533448,14.0,accepted,0.0,-382.955787711
24.2638042428,146.370285453,1638.02664433,184.587995754,0.0,15.0,1638.02664433,14.0,accepted,0.0,65.4120042464
74.1244744857,118.007651872,747.772468088,657.334477226,0.0,15.0,325.911843933,14.0,accepted,0.0,-407.334477226
24.2638042428,141.787702726,1537.06507341,173.210711942,0.0,15.0,1537.06507341,14.0,accepted,0.0,76.789288058
27.1046257629,160.483915175,2131.78077699,272.776131109,0.0,15.0,710.47019005,14.0,accepted,0.0,-22.7761311093
74.1244744857,116.855828712,733.246321159,644.565168907,0.0,15.0,338.681152252,14.0,accepted,0.0,-394.565168907
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,15.0,362.586263987,14.0,accepted,0.0,-370.660057172
74.1244744857,116.855828712,733.246321159,644.565168907,0.0,15.0,338.681152252,14.0,accepted,0.0,-394.565168907
57.9946119462,118.007651872,1277.3040173,510.921510778,0.0,15.0,472.324810381,14.0,accepted,0.0,-260.921510778
25.580173568,141.787702726,1597.84651193,191.220012668,0.0,15.0,1597.84651193,14.0,accepted,0.0,58.7799873325
70.7090979222,119.341547543,906.327607363,647.345849935,0.0,15.0,335.900471224,14.0,accepted,0.0,-397.345849935
70.7090979222,118.007651872,886.180555108,632.955787711,0.0,15.0,350.290533448,14.0,accepted,0.0,-382.955787711
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,15.0,362.586263987,14.0,accepted,0.0,-370.660057172
25.580173568,141.787702726,1597.84651193,191.220012668,0.0,15.0,1597.84651193,14.0,accepted,0.0,58.7799873325
74.1244744857,118.007651872,747.772468088,657.334477226,0.0,15.0,325.911843933,14.0,accepted,0.0,-407.334477226
57.9946119462,116.855828712,1252.49124789,500.996404878,0.0,15.0,482.249916281,14.0,accepted,0.0,-250.996404878
57.9946119462,118.007651872,1277.3040173,510.921510778,0.0,15.0,472.324810381,14.0,accepted,0.0,-260.921510778
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,15.0,362.586263987,14.0,accepted,0.0,-370.660057172
27.1046257629,160.483915175,2131.78077699,272.776131109,0.0,15.0,710.47019005,14.0,accepted,0.0,-22.7761311093
24.2638042428,141.787702726,1537.06507341,173.210711942,0.0,15.0,1537.06507341,14.0,accepted,0.0,76.789288058
27.1046257629,157.495460682,2053.12599721,262.711706684,0.0,15.0,720.534614475,14.0,accepted,0.0,-12.7117066836
24.2638042428,141.787702726,1537.06507341,173.210711942,0.0,15.0,1537.06507341,14.0,accepted,0.0,76.789288058
70.7090979222,116.855828712,868.96570768,620.660057172,0.0,15.0,362.586263987,14.0,accepted,0.0,-370.660057172
74.1244744857,116.855828712,733.246321159,644.565168907,0.0,15.0,338.681152252,14.0,accepted,0.0,-394.565168907
24.2638042428,146.370285453,1638.02664433,184.587995754,1.0,16.0,1638.02664433,15.0,accepted,0.0,65.4120042464
27.1046257629,141.787702726,1664.01275921,212.921969967,1.0,16.0,1664.01275921,15.0,accepted,0.0,37.0780300331
24.2638042428,146.370285453,1638.02664433,184.587995754,1.0,16.0,1638.02664433,15.0,accepted,0.0,65.4120042464
27.1046257629,146.370285453,1773.31284358,226.907673593,1.0,16.0,1773.31284358,15.0,accepted,0.0,23.0923264073
24.2638042428,146.370285453,1638.02664433,184.587995754,1.0,16.0,1638.02664433,15.0,accepted,0.0,65.4120042464
25.580173568,146.370285453,1702.80048994,203.780230972,1.0,16.0,1702.80048994,15.0,accepted,0.0,46.2197690285
52.7573745436,116.855828712,1342.6233031,441.527754931,1.0,16.0,677.437952749,15.0,accepted,0.0,-191.527754931
27.1046257629,146.370285453,1773.31284358,226.907673593,1.0,16.0,1773.31284358,15.0,accepted,0.0,23.0923264073
70.7090979222,116.855828712,868.96570768,620.660057172,1.0,16.0,498.305650508,15.0,accepted,0.0,-370.660057172
24.2638042428,146.370285453,1638.02664433,184.587995754,1.0,16.0,1638.02664433,15.0,accepted,0.0,65.4120042464
24.2638042428,146.370285453,1638.02664433,184.587995754,1.0,16.0,1638.02664433,15.0,accepted,0.0,65.4120042464
70.7090979222,116.855828712,868.96570768,620.660057172,1.0,16.0,498.305650508,15.0,accepted,0.0,-370.660057172
24.2638042428,146.370285453,1638.02664433,184.587995754,1.0,16.0,1638.02664433,15.0,accepted,0.0,65.4120042464
25.580173568,146.370285453,1702.80048994,203.780230972,1.0,16.0,1702.80048994,15.0,accepted,0.0,46.2197690285
27.1046257629,141.787702726,1664.01275921,212.921969967,1.0,16.0,1664.01275921,15.0,accepted,0.0,37.0780300331
57.9946119462,119.341547543,1306.34314554,522.537159887,1.0,16.0,596.428547793,15.0,accepted,0.0,-272.537159887
57.9946119462,119.341547543,1306.34314554,522.537159887,1.0,16.0,596.428547793,15.0,accepted,0.0,-272.537159887
25.580173568,141.787702726,1597.84651193,191.220012668,1.0,16.0,1597.84651193,15.0,accepted,0.0,58.7799873325
27.1046257629,141.787702726,1664.01275921,212.921969967,1.0,16.0,1664.01275921,15.0,accepted,0.0,37.0780300331
27.1046257629,141.787702726,1664.01275921,212.921969967,1.0,16.0,1664.01275921,15.0,accepted,0.0,37.0780300331
27.1046257629,157.495460682,2053.12599721,262.711706684,1.0,16.0,856.254000996,15.0,accepted,0.0,-12.7117066836
24.2638042428,141.787702726,1537.06507341,173.210711942,1.0,16.0,1537.06507341,15.0,accepted,0.0,76.789288058
