v0,angle,r,t,ProbabilityWeight-angle,ProbabilityWeight,ProbabilityWeight-v0,prefix,PointProbability
21.8127638112,68.6634138188,32.9084028363,4.14646877456,1.0,1.0,1.0,280,0.000260992259404
36.0436616291,76.2004270384,61.4154915748,7.14353050215,1.0,1.0,1.0,281,0.000480386294238
20.4148273365,32.0396129477,38.2488087642,2.21024027041,1.0,1.0,1.0,282,0.000158792255361
30.9949522842,35.0466363761,92.1718615328,3.63237437614,1.0,1.0,1.0,283,0.000977803643826
29.2258050485,12.5185549463,36.8856859629,1.29282896091,1.0,1.0,1.0,284,0.000985471218498
32.2275743532,51.2624112997,103.459153445,5.13023554985,1.0,1.0,1.0,285,0.000903129295604
27.7749002473,7.87538209997,21.3685003705,0.776670939603,1.0,1.0,1.0,286,0.000903328341757
24.9247630399,42.2478418139,63.0999226379,3.41997722118,1.0,1.0,1.0,287,0.00059582492483
40.4667336677,48.4115707603,165.914154114,6.17681046255,1.0,1.0,1.0,288,0.000111503636445
34.9504207024,27.9233001971,103.149327754,3.34018440415,1.0,1.0,1.0,289,0.000610924983504
35.4106951892,52.2666608093,123.856562728,5.71534086979,1.0,1.0,1.0,290,0.000555348047082
26.631505238,7.44002023769,18.584626133,0.703768681789,1.0,1.0,1.0,291,0.000794865039355
21.1781427252,7.98785543139,12.5963629057,0.600608661098,1.0,1.0,1.0,292,0.000210314527899
27.42484266,70.8080447805,47.6544252141,5.28584478888,1.0,1.0,1.0,293,0.000873474355785
30.4654306101,33.8152513906,87.5814902614,3.46010688604,1.0,1.0,1.0,294,0.000993043991422
27.7541046026,15.1648413227,39.6915548381,1.48171213052,1.0,1.0,1.0,295,0.000901650123328
34.7288883205,46.7794603207,122.833644632,5.16484611407,1.0,1.0,1.0,296,0.000637694789609
26.9592337765,66.5994844729,54.0636285566,5.04936023801,1.0,1.0,1.0,297,0.000828968612994
39.0758970467,22.2656818333,109.268611379,3.02161888651,1.0,1.0,1.0,298,0.000192033403527
29.4633697877,54.8312378791,83.4155907118,4.91532617877,1.0,1.0,1.0,299,0.000991628000993
35.0140364789,11.8277967551,50.1949840834,1.46466515912,1.0,1.0,1.0,300,0.000603228607276
25.6906592242,9.13453780211,21.1122356082,0.8323419682,1.0,1.0,1.0,301,0.000687938276287
28.8796820023,47.5083706441,84.7796937291,4.34595617305,1.0,1.0,1.0,302,0.000972631445992
32.6149904191,48.2508095827,107.846565082,4.96591040944,1.0,1.0,1.0,303,0.000869870177988
24.5612578049,55.994392459,57.0788649409,4.15527780766,1.0,1.0,1.0,304,0.000551978526553
24.4324660874,63.0873069861,49.1701435405,4.44619663193,1.0,1.0,1.0,305,0.000536549488092
39.3701509147,83.0681660208,37.8981021768,7.97599437229,1.0,1.0,1.0,306,0.000172278596645
32.8342963968,46.3040279507,109.895338119,4.84483923429,1.0,1.0,1.0,307,0.000849325713429
21.3078487416,30.836518357,40.7813141427,2.22901941553,1.0,1.0,1.0,308,0.000220090231993
28.7179988466,68.6148956566,57.1465783447,5.45730268013,1.0,1.0,1.0,309,0.00096510503358
29.1629119961,26.6665804064,69.6106676467,2.6710717879,1.0,1.0,1.0,310,0.000983475917623
33.2792961445,40.1177137241,111.374181855,4.37629593194,1.0,1.0,1.0,311,0.000804347840926
26.641078822,11.2765107691,27.7770547867,1.06316450317,1.0,1.0,1.0,312,0.000795889572379
25.5051378506,7.02805943834,16.1215569614,0.636875826014,1.0,1.0,1.0,313,0.000665828255602
23.0038818776,82.0118735165,14.8623003358,4.64911686713,1.0,1.0,1.0,314,0.000374725628936
29.0966649427,71.878409811,51.0745804978,5.64355703743,1.0,1.0,1.0,315,0.000981210676253
32.4580137491,60.6779362391,91.801793858,5.77541173357,1.0,1.0,1.0,316,0.00088383539967
22.1493998272,37.7162358986,48.451446214,2.76529029948,1.0,1.0,1.0,317,0.000290751519112
36.86789315,18.863545529,84.8695281419,2.43264445269,1.0,1.0,1.0,318,0.000388288395639
29.274959411,17.5149631529,50.1974442861,1.79804923773,1.0,1.0,1.0,319,0.000986924755078
26.4650663528,25.0194317335,54.7798548277,2.28423557589,1.0,1.0,1.0,320,0.000776807335254
23.4136267511,48.9381336709,55.4108559387,3.60283511337,1.0,1.0,1.0,321,0.000418845126949
25.4775156719,62.1676739997,54.6936505998,4.59800369296,1.0,1.0,1.0,322,0.00066251963006
37.5553227914,57.815789723,129.756179687,6.48664721324,1.0,1.0,1.0,323,0.000318444889301
31.7691997888,27.394711753,84.1451300376,2.98317868986,1.0,1.0,1.0,324,0.000936834013494
30.2093176931,81.3892224423,27.57060936,6.09567456627,1.0,1.0,1.0,325,0.000996482123016
32.0229607037,64.0317530695,82.3858292401,5.87547383078,1.0,1.0,1.0,326,0.00091897606507
29.1902535691,49.3483245103,85.9463689429,4.51962859281,1.0,1.0,1.0,327,0.000984361976795
33.0646595731,53.9376596662,106.17305027,5.45483869987,1.0,1.0,1.0,328,0.000826553554314
21.6629335401,38.5680053834,46.684113422,2.75624616618,1.0,1.0,1.0,329,0.00024838350293
30.8314700966,24.8184790322,73.9081624599,2.64109191621,1.0,1.0,1.0,330,0.000983660313131
24.9998179972,33.4778144836,58.6854967424,2.8143369334,1.0,1.0,1.0,331,0.000604904791628
24.1291795337,65.6276888541,44.6630728395,4.48548246404,1.0,1.0,1.0,332,0.000500584701745
27.9633071953,6.15147933391,17.0018190713,0.611525712576,1.0,1.0,1.0,333,0.000917952022369
23.3512119024,14.2858114301,26.6105634291,1.17594339784,1.0,1.0,1.0,334,0.000411982063959
23.4220841065,8.68021138098,16.7030969083,0.721397363664,1.0,1.0,1.0,335,0.000419778809128
27.540758718,8.25830429868,22.0035272047,0.807315513235,1.0,1.0,1.0,336,0.000883728707876
40.2187151798,73.4368463951,90.2006732434,7.86732323045,1.0,1.0,1.0,337,0.000123552316176
25.3334558236,61.2926290129,55.179735116,4.53460781829,1.0,1.0,1.0,338,0.000645209317009
19.4186710873,42.9339065305,38.378014288,2.69941029104,1.0,1.0,1.0,339,0.000106252362885
33.5858342651,12.8267328646,49.8311587297,1.52166760303,1.0,1.0,1.0,340,0.000771196596568
34.3328829639,44.3292698169,120.247325933,4.89615504936,1.0,1.0,1.0,341,0.000685144648776
28.0234128745,42.8777415766,79.9140585039,3.8914582883,1.0,1.0,1.0,342,0.000922391306792
29.5566717552,18.8561493191,54.5282092125,1.94949321081,1.0,1.0,1.0,343,0.000993442991632
21.6801356428,36.8803791403,46.0484971263,2.65535796736,1.0,1.0,1.0,345,0.00024981099682
38.1831324756,54.2680074576,141.052952322,6.32560135848,1.0,1.0,1.0,346,0.000261343160623
36.0453074301,55.8074916272,123.255119682,6.08469845769,1.0,1.0,1.0,347,0.000480195176598
31.9235476178,39.7081321,102.221965471,4.1622899511,1.0,1.0,1.0,344,0.000926215351747
26.7970357798,8.62432064573,21.7270046522,0.820071505241,1.0,1.0,1.0,348,0.000812347237984
19.1894095797,34.9690097268,35.2948778492,2.24450804083,1.0,1.0,1.0,349,9.63252198569e-05
37.5094139399,55.0687931781,134.790504716,6.2758617826,1.0,1.0,1.0,350,0.000322880253808
30.0130330388,45.2509008628,91.9130209726,4.35003048185,1.0,1.0,1.0,351,0.000997352312791
30.4943272457,73.5191869895,51.6264869384,5.96764519175,1.0,1.0,1.0,352,0.000992493327021
32.3940594469,57.6954902086,96.7355507915,5.58777541201,1.0,1.0,1.0,353,0.000889337732502
31.4730117616,18.0347538584,59.5104800297,1.98854079815,1.0,1.0,1.0,354,0.000955000825289
37.9415381495,10.6454996592,53.3378933562,1.43041039075,1.0,1.0,1.0,355,0.000282519313344
37.9575064523,56.3935421154,135.542930022,6.45168278058,1.0,1.0,1.0,356,0.000281088424817
35.5662377182,7.12090462496,31.7549106766,0.899778818297,1.0,1.0,1.0,357,0.00053670437507
31.744310734,51.8620467109,99.8909010194,5.09545500251,1.0,1.0,1.0,358,0.000938473931545
34.2250844403,80.2184193384,40.0228337818,6.88317133481,1.0,1.0,1.0,359,0.000697903406512
32.2989753962,51.0379342656,104.095792509,5.1254021321,1.0,1.0,1.0,360,0.000897310288415
30.9247648406,36.0535940786,92.8658867086,3.71439082273,1.0,1.0,1.0,361,0.000980442183391
24.3324566182,56.4630579137,55.6428307693,4.13914841703,1.0,1.0,1.0,362,0.000524626467017
34.4117123041,41.6602307643,120.013073819,4.66813803722,1.0,1.0,1.0,363,0.000675763639077
34.5890241083,48.6493430016,121.092508282,5.29904069401,1.0,1.0,1.0,364,0.000654534720159
31.6055920449,80.3171844211,33.7994882872,6.35823213901,1.0,1.0,1.0,365,0.000947236654724
34.5849648267,35.8882105795,115.931278942,4.13753109505,1.0,1.0,1.0,366,0.000655022396651
31.9466606842,81.8952447355,29.0712211259,6.45460738082,1.0,1.0,1.0,367,0.000924559789752
26.9956176528,20.6632908284,49.1060196385,1.94410007187,1.0,1.0,1.0,369,0.000832623210819
26.0470068207,10.5489041669,24.919835269,0.973173080377,1.0,1.0,1.0,370,0.000729664161934
28.4365630209,13.062240446,36.332839326,1.31161836455,1.0,1.0,1.0,371,0.000949770877474
25.9101009989,77.4280514178,29.1066225672,5.16099307217,1.0,1.0,1.0,368,0.000713770870279
21.1857643564,6.45774604787,10.2368488754,0.486280105099,1.0,1.0,1.0,372,0.000210880680453
31.5044902764,12.555436829,42.9798423925,1.39766863194,1.0,1.0,1.0,373,0.000953212308361
27.8905714376,59.6405417227,69.2341183675,4.91142441975,1.0,1.0,1.0,374,0.000912432126208
32.0040859487,10.6950917853,38.1189649301,1.212121704,1.0,1.0,1.0,375,0.000920374146045
28.5433127139,30.5180503301,72.7366846061,2.95807621381,1.0,1.0,1.0,376,0.000955914735877
32.3610797374,72.5900249527,61.0176705356,6.30174736772,1.0,1.0,1.0,377,0.000892131485622
27.9462041873,6.86175512193,18.9060850081,0.681397739253,1.0,1.0,1.0,378,0.000916668528282
26.7939716077,70.1574784855,46.7793888811,5.14350814318,1.0,1.0,1.0,379,0.000812028238963
29.9503360458,27.5483818405,75.067938932,2.82692946078,1.0,1.0,1.0,380,0.000997306502494
32.5202995268,14.4531858548,52.1640665803,1.65647046858,1.0,1.0,1.0,381,0.000878371200197
28.0509240298,60.738973407,68.4756946421,4.99422060808,1.0,1.0,1.0,382,0.000924385816577
37.6361525064,55.3154274193,135.269490911,6.31594008175,1.0,1.0,1.0,383,0.000310719624198
21.1989631584,75.1977615967,22.6536784413,4.18274322903,1.0,1.0,1.0,384,0.000211863561127
28.9642458277,63.8056833248,67.8134733086,5.30401639336,1.0,1.0,1.0,385,0.00097618463482
39.2318366449,69.2784742416,103.950691404,7.48856630102,1.0,1.0,1.0,386,0.000181375836082
30.6026947022,27.5627659314,78.4011601613,2.88989384923,1.0,1.0,1.0,387,0.000990136348666
29.0348908742,19.1951634209,53.421580619,1.94822296723,1.0,1.0,1.0,388,0.00097894823442
30.8630408247,65.0491799554,74.3495990493,5.71073462384,1.0,1.0,1.0,389,0.000982608419559
30.9573916088,69.5467793906,64.0366224221,5.91954483714,1.0,1.0,1.0,390,0.000979238769295
33.0890203953,84.2404112404,22.3105832867,6.71877108734,1.0,1.0,1.0,391,0.000824079114131
24.3130998845,38.0094143639,58.5321221684,3.05546669118,1.0,1.0,1.0,392,0.00052232542813
26.6278100303,34.761447038,67.7793332209,3.09839516608,1.0,1.0,1.0,393,0.000794469164341
31.0164270045,67.1130366395,70.3445066976,5.83155618169,1.0,1.0,1.0,394,0.00097695930733
35.564320636,32.2642831382,116.518375096,3.87451738009,1.0,1.0,1.0,395,0.000536933470006
30.7785182892,79.4605862709,34.7657702567,6.17535992032,1.0,1.0,1.0,396,0.000985338919914
26.4458833246,73.6730200957,38.506407537,5.17946954988,1.0,1.0,1.0,397,0.000774697453696
32.3363239744,39.3195220908,104.607065743,4.18157834969,1.0,1.0,1.0,398,0.000894208780715
33.2153207167,65.0696852198,86.0629376074,6.14701109088,1.0,1.0,1.0,399,0.000811059754501
26.4400607863,65.3634302459,54.0592210377,4.90474042149,1.0,1.0,1.0,400,0.000774055931233
28.4427448987,13.2499094327,36.8333839605,1.33041724227,1.0,1.0,1.0,401,0.000950137402778
30.4307633617,77.2042325307,40.8164861877,6.05613004007,1.0,1.0,1.0,402,0.000993661232484
29.9569003627,45.4201900494,91.563198914,4.35459267908,1.0,1.0,1.0,403,0.000997318648357
28.5984271863,71.1165973512,51.1126351953,5.52229297053,1.0,1.0,1.0,404,0.000958931218888
27.3439289097,30.6039683022,66.8628595218,2.84098415462,1.0,1.0,1.0,405,0.000866111111767
23.5918116167,76.6418587211,25.5326913764,4.68439457894,1.0,1.0,1.0,406,0.000438697412713
21.9401988617,36.1361345721,46.7871413642,2.64046179697,1.0,1.0,1.0,407,0.000272026527709
38.6700303478,5.86701175218,31.0318134713,0.806702732917,1.0,1.0,1.0,408,0.000221787330721
35.1212870957,77.4305577745,53.4704069058,6.99582327022,1.0,1.0,1.0,409,0.000590255708548
28.1394461644,12.3029341379,33.6425207509,1.22366633295,1.0,1.0,1.0,410,0.000930641623634
38.5735548614,30.5450905546,132.907874619,4.00075692311,1.0,1.0,1.0,411,0.000229290697155
32.2934263659,81.0049572205,32.8664793449,6.50944442067,1.0,1.0,1.0,412,0.000897767734896
29.7808624592,81.0485720625,27.8200591909,6.00370397482,1.0,1.0,1.0,413,0.000996398275261
29.9125851453,50.875031102,89.389104244,4.73578179446,1.0,1.0,1.0,414,0.000997203289635
23.0834335172,55.5469771965,50.7285482898,3.88456645771,1.0,1.0,1.0,415,0.000383112867679
23.3483306444,40.8756420845,55.0515109151,3.11828592626,1.0,1.0,1.0,416,0.000411666424986
31.2983512175,28.4568614195,83.7496214611,3.04358551853,1.0,1.0,1.0,417,0.000964291042134
30.6751136926,31.2931637527,85.234460737,3.25166946694,1.0,1.0,1.0,418,0.000988305546663
26.0150409533,58.8014768562,61.1990592974,4.54136400425,1.0,1.0,1.0,419,0.000725970590882
38.0451240608,65.1899618609,112.51052562,7.04769600465,1.0,1.0,1.0,420,0.000273315568063
33.8828889996,68.3263234569,80.4126668604,6.42600984827,1.0,1.0,1.0,421,0.00073772486098
23.9584651119,68.1694518177,40.437775353,4.53884659847,1.0,1.0,1.0,422,0.000480633296288
37.4137322907,12.2964879142,59.4437303421,1.62612675572,1.0,1.0,1.0,423,0.000332233803373
39.7362999975,44.5536239724,161.100190633,5.68939882301,1.0,1.0,1.0,424,0.000149784369746
43.2315505947,9.60470032054,62.7480081273,1.4720751771,1.0,1.0,1.0,425,3.00730329478e-05
22.0479477079,48.9623111216,49.1295691351,3.39393447269,1.0,1.0,1.0,426,0.000281576667655
33.1711640491,40.3224397533,110.784852792,4.38054619789,1.0,1.0,1.0,427,0.00081564715155
30.5767453125,76.0163347216,44.7403813899,6.05522305964,1.0,1.0,1.0,428,0.000990742611481
32.7062373001,33.0732007763,99.8292086657,3.64247409904,1.0,1.0,1.0,429,0.000861463830846
39.3067025018,14.3653610557,75.7836691969,1.9902368966,1.0,1.0,1.0,430,0.000176410426419
32.4513702524,16.4393343617,58.3350134737,1.87423202047,1.0,1.0,1.0,431,0.000884412122003
34.9102801196,65.9208502204,92.6470166215,6.50458819598,1.0,1.0,1.0,432,0.00061578043333
35.558553206,54.457444765,122.054487969,5.90478069665,1.0,1.0,1.0,433,0.000537622802013
34.941165806,13.0898141135,54.9630996973,1.61498177515,1.0,1.0,1.0,434,0.000612044558089
29.0683306358,11.7285443486,34.3213980968,1.20589146231,1.0,1.0,1.0,435,0.000980190873491
26.1823957901,61.0775306206,59.2211074901,4.67689688406,1.0,1.0,1.0,436,0.000745179731475
28.6898816633,10.8210404417,30.9764025437,1.09924416425,1.0,1.0,1.0,437,0.000963699261489
36.1833963131,70.7488045436,83.1696611101,6.97144862674,1.0,1.0,1.0,438,0.000464248364972
24.7444671038,61.499378564,52.3995617805,4.43790470875,1.0,1.0,1.0,439,0.000574037633179
30.1670499039,11.5079022214,36.3077830717,1.22824887277,1.0,1.0,1.0,440,0.000996799218719
26.3587138013,11.7870170639,28.3537404889,1.09885841495,1.0,1.0,1.0,441,0.000765040041306
31.0261708898,83.9311662873,20.6533115782,6.29638526782,1.0,1.0,1.0,442,0.000976570499431
35.4726459138,34.9416634324,120.565764656,4.14626080924,1.0,1.0,1.0,443,0.000547909655805
35.8839408612,34.6513712475,122.913575236,4.1638665934,1.0,1.0,1.0,444,0.000499043006047
26.4149698892,70.0239656086,45.7202202814,5.06647531247,1.0,1.0,1.0,445,0.000771285543511
36.6334296256,80.7798862261,43.3160753514,7.37961807376,1.0,1.0,1.0,446,0.000413666339525
31.1620310394,83.8800852184,21.0072839918,6.32335449676,1.0,1.0,1.0,447,0.000970781245361
28.0763434091,65.2702546819,61.1277053184,5.20438639597,1.0,1.0,1.0,448,0.000926207585621
32.7403954528,35.1007665205,102.915441385,3.8420934074,1.0,1.0,1.0,449,0.000858264333377
29.7701488194,11.6800576091,35.8582346189,1.22997164814,1.0,1.0,1.0,450,0.000996302420311
28.4461480238,67.1717535849,59.0507477564,5.35061593051,1.0,1.0,1.0,451,0.000950338615424
32.6954027572,49.6723399602,107.632982322,5.08684415905,1.0,1.0,1.0,452,0.000862472752565
26.6074493226,38.9377610837,70.6290201894,3.41268136795,1.0,1.0,1.0,453,0.0007922836532
27.8039202223,77.5083510933,33.3167517175,5.53994553796,1.0,1.0,1.0,454,0.000905649304379
29.1747440793,13.8957984394,40.4961099647,1.42990099502,1.0,1.0,1.0,455,0.000983862873319
26.6852638639,44.4100082385,72.6481936719,3.81102672245,1.0,1.0,1.0,456,0.000800597212363
28.8004767419,5.9082915636,17.3324299233,0.605024452954,1.0,1.0,1.0,457,0.000969063708831
30.9006281831,42.4928515305,97.0606671976,4.25986106627,1.0,1.0,1.0,458,0.00098130650796
33.23175342,9.5042620796,36.7037093376,1.11984886616,1.0,1.0,1.0,459,0.000809343054125
33.6481997819,14.5054333493,56.0295822063,1.71998481162,1.0,1.0,1.0,460,0.000764269323469
34.6302567828,14.4020997755,58.961467031,1.75784161296,1.0,1.0,1.0,461,0.000649577349693
33.2819230191,56.9368238868,103.358466245,5.69236027029,1.0,1.0,1.0,462,0.000804070621965
32.3530367827,64.6835899492,82.5729942948,5.9685417948,1.0,1.0,1.0,463,0.000892808253094
26.4282674649,51.6695013006,69.3480081949,4.23093019004,1.0,1.0,1.0,464,0.00077275496926
28.7361489646,81.9738041975,23.2997721756,5.80707332094,1.0,1.0,1.0,465,0.000965997347991
29.720552216,34.9896466429,84.6869185848,3.47808344589,1.0,1.0,1.0,466,0.000995799225431
23.0705851484,27.8569671565,44.8740120247,2.20002002591,1.0,1.0,1.0,467,0.000381752187368
30.3558669431,74.4879303848,48.4621762891,5.96941393637,1.0,1.0,1.0,468,0.000994832769349
29.1986707469,22.8876669188,62.3423540746,2.31757389721,1.0,1.0,1.0,469,0.000984628985958
34.2458968564,82.0578027882,32.7537826756,6.92192023809,1.0,1.0,1.0,470,0.000695446910323
40.0610089021,5.97235759743,33.8938127408,0.850672166833,1.0,1.0,1.0,471,0.000131713548193
30.7042406644,82.5903064007,24.6051011141,6.21384500796,1.0,1.0,1.0,472,0.000987511734146
27.6990006894,8.45279328605,22.7661601379,0.830938921114,1.0,1.0,1.0,473,0.000897143225596
21.4374185648,76.2914494591,21.5931145876,4.25035657419,1.0,1.0,1.0,474,0.000230154646934
37.1850818072,47.2160885768,140.672986487,5.56957109395,1.0,1.0,1.0,475,0.000355171036402
36.9957408125,84.4371833465,26.9492597002,7.51459389231,1.0,1.0,1.0,476,0.000374765196553
26.6744514869,10.9037251039,26.9718271976,1.02973881019,1.0,1.0,1.0,477,0.00079944842361
32.5562375159,49.3083423852,106.933183088,5.03777395307,1.0,1.0,1.0,478,0.000875172030133
22.8176579236,82.5442031765,13.6711062438,4.61729401988,1.0,1.0,1.0,479,0.00035545075755
25.1538541597,46.8478277609,64.4286378382,3.74504851885,1.0,1.0,1.0,480,0.00062353499331
26.0849242059,55.3518910823,64.9471437979,4.37938878618,1.0,1.0,1.0,481,0.000734030887047
27.2984835769,60.6598951983,64.9607259985,4.85649220905,1.0,1.0,1.0,482,0.00086190379522
43.1904878858,41.3632851551,188.817113235,5.82481958921,1.0,1.0,1.0,483,3.07327255095e-05
32.5778849338,55.2046463755,101.499467571,5.45975757604,1.0,1.0,1.0,484,0.000873228849551
28.5276818457,51.7451451269,80.7525169763,4.57179080946,1.0,1.0,1.0,485,0.00095503984555
33.1721627056,77.0926406961,48.8958641809,6.59877254065,1.0,1.0,1.0,486,0.000815543818783
36.8692007128,8.63571032966,41.1821975745,1.12978945954,1.0,1.0,1.0,487,0.000388148931091
38.6791133403,27.4770548061,124.982064337,3.64209916331,1.0,1.0,1.0,488,0.000221089436602
22.1351937107,81.0329192868,15.3951534316,4.46217523152,1.0,1.0,1.0,489,0.000289456179177
28.6622361699,76.2211026231,38.782889862,5.68110128504,1.0,1.0,1.0,490,0.000962289399349
23.7801707714,41.4525403726,57.2618831992,3.21274688882,1.0,1.0,1.0,491,0.000460071524294
27.8783155205,54.6106081385,74.8852111241,4.63824071394,1.0,1.0,1.0,492,0.000911486312035
25.2228453293,27.1904946729,52.7719624737,2.3521609054,1.0,1.0,1.0,493,0.000631869788902
31.8841275483,20.0496928988,66.8169585085,2.23081537296,1.0,1.0,1.0,494,0.000929000006014
28.5808245771,42.0958726381,82.9254969145,3.91016692281,1.0,1.0,1.0,495,0.000957979424359
26.2957920566,33.2681785776,64.7237909803,2.9438328938,1.0,1.0,1.0,496,0.000758000729383
26.874274739,51.6924891171,71.6947463922,4.3036963603,1.0,1.0,1.0,497,0.000820328040378
28.2123173097,11.2187712468,30.9989085697,1.12017709101,1.0,1.0,1.0,498,0.000935603045307
26.7824999828,82.9515846255,17.8272579508,5.42451014753,1.0,1.0,1.0,499,0.000810832380643
29.4126126426,83.896859884,18.6642999902,5.96855213232,1.0,1.0,1.0,500,0.000990497160598
20.7610216728,60.8529375065,37.417693516,3.70042948148,1.0,1.0,1.0,501,0.000180897951256
27.0822790166,47.8877094488,74.4619209423,4.10010234415,1.0,1.0,1.0,502,0.00084121355948
28.8777902971,29.7622090636,73.3383610994,2.92550577332,1.0,1.0,1.0,503,0.000972548927524
31.3027714712,70.1036015863,63.9923963007,6.00699878694,1.0,1.0,1.0,504,0.000964069326546
26.950403672,59.7784941585,64.4698369989,4.75254382037,1.0,1.0,1.0,505,0.00082807747792
24.4426981885,18.0093555928,35.8497427039,1.54224588472,1.0,1.0,1.0,506,0.000537772392926
22.8444858773,77.8741749732,21.8730377945,4.55812136479,1.0,1.0,1.0,507,0.000358195823705
37.7962682535,70.8029794101,90.533584233,7.28460182376,1.0,1.0,1.0,508,0.000295737283369
28.9475042387,80.9839931494,26.4682154594,5.8346624907,1.0,1.0,1.0,509,0.00097550231295
31.0243431522,63.0575609156,79.3416872668,5.64429145703,1.0,1.0,1.0,510,0.000976643702026
36.9977704357,54.0732153992,132.730017218,6.11420197201,1.0,1.0,1.0,511,0.000374552378716
23.0659028437,38.4594428803,52.8805994346,2.9277715585,1.0,1.0,1.0,512,0.000381256893931
35.7922918964,79.6182785916,46.3427668831,7.18496666395,1.0,1.0,1.0,513,0.000509838785754
30.6483706991,74.285111164,49.9808937676,6.02097497645,1.0,1.0,1.0,514,0.000989005394773
25.1260911711,8.61749373461,19.0872223948,0.768331392111,1.0,1.0,1.0,515,0.000620178743339
28.8784123609,7.10935812493,20.9021732341,0.729407124853,1.0,1.0,1.0,516,0.000972576077287
33.8206025201,35.1170688938,109.840947163,3.97046253731,1.0,1.0,1.0,517,0.000744838491779
29.7538760595,69.8442661913,58.4422122895,5.70035394163,1.0,1.0,1.0,518,0.000996148096474
40.8885325505,83.9820903537,35.5738817489,8.29861284139,1.0,1.0,1.0,519,9.31214593494e-05
28.4297162406,17.0333513646,46.1986479002,1.69956505705,1.0,1.0,1.0,520,0.000949363401177
33.365816601,52.530457165,109.697628211,5.40442359701,1.0,1.0,1.0,521,0.000795151807952
28.6423205168,35.4712688621,79.1243530078,3.39203778221,1.0,1.0,1.0,522,0.000961256810723
34.7543383189,82.5931517402,31.51254021,7.03353873782,1.0,1.0,1.0,523,0.000634624078127
30.870180659,72.3695140116,56.1377497888,6.00412191753,1.0,1.0,1.0,524,0.000982365255753
22.3702768025,72.0662965782,29.9191075712,4.34354735338,1.0,1.0,1.0,525,0.000311330159827
21.0558976394,42.495452789,45.0671023236,2.90284207478,1.0,1.0,1.0,526,0.000201374858116
24.4581753879,38.1855601522,59.3222830529,3.08577479124,1.0,1.0,1.0,527,0.000539623177766
18.9671373691,26.8725657514,29.6022678184,1.74965125844,1.0,1.0,1.0,528,8.74114535007e-05
22.8150021917,9.5100399676,17.3100630825,0.769286630018,1.0,1.0,1.0,529,0.000355179610838
32.5035786169,74.1777897973,56.5591289605,6.38206024354,1.0,1.0,1.0,530,0.000879848171171
30.4309997986,70.0320807251,60.6587716928,5.83706307496,1.0,1.0,1.0,531,0.00099365718327
33.3710444877,84.9774139933,19.820797587,6.78426703731,1.0,1.0,1.0,532,0.00079459190745
36.802551394,84.7309465333,25.2765856424,7.47898778647,1.0,1.0,1.0,533,0.000395287507919
31.0754257196,49.4345364823,97.3607802285,4.81772751064,1.0,1.0,1.0,534,0.000974550820659
33.0056131156,66.5189928705,81.2471849991,6.17805939939,1.0,1.0,1.0,535,0.000832500043106
28.4443454482,72.9717912124,46.2339278382,5.55048267538,1.0,1.0,1.0,537,0.000950232086142
26.4859139241,24.7878482984,54.4927540256,2.2662188207,1.0,1.0,1.0,538,0.000779093807219
25.8813294969,41.0435309531,67.7005345137,3.46826842307,1.0,1.0,1.0,539,0.000710407353892
33.4847218876,80.5812580314,36.9415494807,6.7414905615,1.0,1.0,1.0,536,0.000782302696036
26.6502123564,15.3327533068,36.9629721679,1.43815640524,1.0,1.0,1.0,540,0.000796865520559
27.0071794161,81.32408237,22.1970939235,5.44860131467,1.0,1.0,1.0,541,0.000833778664376
25.9196079924,53.4939708674,65.5624283952,4.25184331227,1.0,1.0,1.0,542,0.000714880573692
35.8306897566,23.2914244612,95.1571751259,2.89137603211,1.0,1.0,1.0,543,0.000505308238783
33.4834106766,58.7360546118,101.501442476,5.84104828617,1.0,1.0,1.0,544,0.000782445662275
21.6213969458,54.4502597976,45.1305262318,3.59008331545,1.0,1.0,1.0,545,0.000244958227214
26.9158357081,33.6530177921,68.2013705814,3.04402745231,1.0,1.0,1.0,546,0.000824573340937
19.9470829036,14.0846074952,19.166627837,0.990655373277,1.0,1.0,1.0,547,0.000132142995397
29.9770039696,58.7258558287,81.3709976548,5.22880429277,1.0,1.0,1.0,548,0.000997345152678
29.7016683711,46.6246158168,89.8745840765,4.40596849155,1.0,1.0,1.0,549,0.000995581951869
34.7979954591,66.7854712489,89.5228008007,6.52665106838,1.0,1.0,1.0,550,0.000629352975823
27.4891964278,46.6130803995,76.985544482,4.07699291161,1.0,1.0,1.0,551,0.000879210887196
34.5083844064,73.1745197596,67.3343279469,6.74104293196,1.0,1.0,1.0,552,0.000664209012986
39.2590722512,49.1525469264,155.623605156,6.06074847365,1.0,1.0,1.0,553,0.000179558147789
23.2468884,49.8750377551,54.3481567947,3.6276565384,1.0,1.0,1.0,554,0.000400621524328
34.0637246556,75.1322882972,58.7267576465,6.71904069754,1.0,1.0,1.0,555,0.000716823980559
31.1371576834,37.2786293999,95.3591787037,3.84888094258,1.0,1.0,1.0,556,0.000971892231833
29.7498090035,15.7212182718,47.1101591033,1.64508514433,1.0,1.0,1.0,557,0.000996107881978
28.9973849018,7.30261411571,21.6353416354,0.752215028376,1.0,1.0,1.0,558,0.000977504345085
33.9402840298,65.410980261,88.951683864,6.29845691234,1.0,1.0,1.0,559,0.000731129583568
