0000582,0000583,0000597,0000596,0000200,0000579,0000578,0000575,20508701,20508801,failureTemp,0000588,timeof_692,timeof_578,timeof_591,time,timeof_672,cntrlvar_67,timeof_679
5177.37066302,18580.0746922,18525.5088696,11097.9612218,27733.649094,4573.33579832,25180.1028462,6060.23936551,313.316025788,15655.3542311,2094.40618819,13133.0818716,-1.0,-1.0,-1.0,32307.0,32307.0,1002.1,32307.0
11063.8250433,13789.4070679,23513.1590335,14598.040089,2518.51321124,23537.8043996,7134.01939179,13985.0926886,3.91464458606,17389.5699326,2092.54251601,18980.129165,-1.0,9652.5,-1.0,9652.57,9652.6,1002.8,-1.0
15752.2588082,16127.3431084,942.22475035,19535.718063,362.889939772,27854.3075292,22530.4986588,4224.15334828,344.773656674,18849.4589175,2276.78728503,10128.8399173,16348.0,22893.0,-1.0,22893.4,22893.0,1245.4,-1.0
21634.4273389,18267.4721921,15826.1508744,21436.872888,19666.9015567,19024.1326082,3201.12163972,19856.4363137,298.143118139,17613.9594011,2494.68081343,19696.7200403,-1.0,22868.0,-1.0,22868.1,22868.0,997.74,-1.0
4768.95047838,164.164865945,1356.79566397,2690.77536041,17993.3778192,10099.3708128,369.443498268,697.057319024,306.255221652,19053.2232884,2405.16414282,20519.4252333,-1.0,18363.0,-1.0,18362.9,18363.0,1010.3,-1.0
20294.7382188,7596.33225691,13268.7858409,20318.256948,2965.29848738,16190.5938608,22120.8663163,10977.7959638,317.101007598,17659.035874,1945.09831415,10131.8741099,-1.0,-1.0,-1.0,19798.8,-1.0,873.84,-1.0
25515.8421506,22912.5327813,3881.20069414,26768.5133686,28781.608666,5556.62998248,909.792912029,8342.37890729,124.63333296,17115.8397817,2557.19340945,1598.25272394,-1.0,29691.0,-1.0,29691.4,29691.0,994.58,-1.0
15385.4705534,5380.61431305,3632.88445138,1475.61594036,14250.014708,8580.27150273,11765.3042302,13236.9108112,274.685392887,18801.6122865,2398.00673518,15086.3138454,-1.0,-1.0,-1.0,22830.4,22830.0,805.51,22830.0
12089.2889277,22050.5252756,27879.9369519,13762.0733504,15076.3071343,19795.0454754,1677.13866945,7889.60767472,71.2353204729,20330.5427245,2268.13061019,16782.0775439,-1.0,16753.0,-1.0,16753.5,16753.0,1010.8,-1.0
377.836303287,25843.8391797,21342.3392974,18203.2500899,14341.2556297,7465.76335265,23450.8629639,16718.9407149,213.578525725,20333.0740196,2078.8606092,24947.4753374,-1.0,-1.0,-1.0,21807.1,21807.0,994.57,21807.0
12679.1738703,19511.3861098,20554.9174878,21136.5498472,16944.5878506,15483.5175144,669.633153639,23569.6048296,30.0566154766,17725.9529722,2030.65158157,12602.5395315,-1.0,17614.0,-1.0,17614.3,17614.0,1008.3,-1.0
24027.5777951,5335.73116847,21970.3009272,1344.15004833,22725.6248522,28621.7719988,21551.8160417,24206.4287953,267.635385219,14447.23967,2128.83734673,19825.2366401,-1.0,-1.0,-1.0,38145.0,38145.0,825.58,-1.0
3936.33028947,12637.8095302,3343.03030382,24441.5455923,6754.07018332,17771.9236361,5982.19298062,27961.5063472,71.5585570611,17578.7670727,1826.24371545,18670.3200168,11600.0,12736.0,-1.0,12736.3,12736.0,753.03,-1.0
16486.9849782,21536.3520437,6159.48842255,16041.9918189,15030.6404381,13450.974741,7405.02573573,24153.5694023,343.34630545,21079.714691,2082.13344942,16131.0552569,-1.0,22436.0,-1.0,22435.7,22436.0,891.57,-1.0
5264.08164682,14506.3614654,22707.8050809,20230.6842944,842.206989488,8226.6799286,10500.7318542,1917.48252971,155.678607818,15980.4953065,2424.76224523,4336.26691311,-1.0,-1.0,-1.0,9068.96,9068.9,1001.7,9068.9
14342.8101442,24098.8026147,21066.181341,2269.96993603,9813.26294129,6308.55108101,11299.5052858,14054.9316836,225.219970831,17406.5012878,2175.15788297,750.112629821,-1.0,-1.0,-1.0,18627.3,-1.0,2175.2,-1.0
20324.6507943,8349.07943914,28772.424943,3321.71817963,313.064097286,3766.93749373,17690.5197114,2565.20755304,320.960703723,18196.2775803,2509.20568463,26175.6077315,-1.0,-1.0,-1.0,4080.08,4080.1,1005.3,4080.0
14703.6905236,152.7380606,20543.684914,9476.49109918,7119.89700943,13567.702363,9461.4827951,16660.4167808,343.408289229,21518.2341118,2425.17825102,10397.0602629,-1.0,16581.0,-1.0,16581.4,16581.0,997.1,-1.0
10373.560516,25683.3403893,16741.3086036,18941.4671726,11786.9474372,23209.6679425,2249.19674507,9027.66616555,201.231431051,21084.9062627,2518.50360037,10628.8821824,-1.0,14036.0,-1.0,14036.2,14036.0,1013.1,-1.0
5992.53019744,4086.60015198,6780.87128302,13765.3558047,7127.33089332,4815.44763459,9441.48401782,14827.5267862,92.8346166253,21368.7395681,2044.52514265,26871.7805158,-1.0,-1.0,-1.0,11942.9,11943.0,1010.8,11943.0
26116.8582584,19900.2053082,27949.2266796,23527.0635683,9338.0065249,22343.6478634,18924.9481895,15869.6730591,334.348365985,19451.8542075,2146.02635668,11094.2595507,-1.0,28263.0,-1.0,28263.0,28263.0,1018.5,-1.0
20156.9910501,14848.7526488,23294.9636368,11216.6446153,15047.6426855,11021.2553731,11576.2232067,228.112344953,69.6189022922,16265.7624277,2085.11259909,15951.3079479,-1.0,-1.0,-1.0,26069.0,26069.0,991.18,26069.0
15231.071203,28245.1517418,26355.1090229,4516.55129677,16406.2165015,10347.6138416,6059.78484043,6006.74777759,319.61933158,16566.1552914,2225.98044465,6606.94001256,-1.0,22466.0,-1.0,22466.1,22466.0,990.34,-1.0
12340.1573778,11324.7634192,10890.7499425,27320.4033945,24202.5239664,11926.141982,6214.63021981,17219.433632,343.928138664,21593.8874218,2276.46992633,14973.1943506,-1.0,30417.0,-1.0,30417.2,30417.0,989.64,-1.0
20816.6209608,20530.40847,26749.7627403,25006.541875,12966.0522872,8978.69539737,11157.9097903,16438.7013327,331.363084799,15389.7222171,2012.10723873,13730.3879018,-1.0,-1.0,-1.0,21944.8,21945.0,1015.3,21945.0
9655.42921464,1088.90839074,9342.75642815,25121.7410589,13301.6621286,3676.04730471,4052.86013759,6813.24613889,82.1027466095,18261.7866774,2109.08987041,9137.85076439,-1.0,-1.0,-1.0,16977.8,16978.0,1001.2,16978.0
15645.7168263,5158.59932954,17755.827324,1585.48293787,1599.30664262,14477.3894389,28443.7463394,26796.3429378,345.277179363,18419.4728307,2200.5273575,1111.22458906,-1.0,-1.0,-1.0,15247.8,-1.0,2200.5,-1.0
12838.6678054,11678.4322237,16008.1724918,14684.4005255,24188.1214858,23339.0025078,28180.4131969,1335.7025335,142.099968763,19197.5979097,2117.92597485,8360.50434298,41293.0,-1.0,-1.0,42924.7,-1.0,2117.9,-1.0
21288.7888627,3121.75010952,1483.09716871,10146.0250107,18852.8620044,15981.6167124,16026.226285,5471.31860889,204.644520301,20505.3858722,2128.60300879,21481.4498402,25526.0,-1.0,-1.0,34066.8,34067.0,750.88,-1.0
26548.9038432,20384.8148508,16633.1646521,25938.7297941,14048.4498845,24223.2658938,12591.3230008,72.7577842705,328.514266962,18058.0748285,2582.93115845,11674.8559849,-1.0,26640.0,-1.0,26639.8,26640.0,765.17,-1.0
8448.11418563,3495.14377042,13176.4734064,4109.56705702,25365.296639,16958.5183804,22098.8346512,18048.0013555,148.368776337,18163.4524609,2313.58437037,17123.1270497,41030.0,-1.0,-1.0,42323.9,42324.0,1904.5,42324.0
21199.6036403,14552.192003,28195.9044692,4916.36979207,7473.14690169,9863.15219739,21779.3697968,24502.2582445,54.8591923225,16606.4109011,2271.82443741,21282.0787446,-1.0,-1.0,-1.0,17336.4,17336.0,997.22,17336.0
7990.93015848,12451.0606812,12126.2608798,23428.3758116,9952.34658457,4703.94072364,12372.7135865,18891.587176,258.694588349,17034.0750997,1980.82883303,3487.38473475,-1.0,22325.0,-1.0,22325.1,22325.0,1723.3,-1.0
8971.29801647,13119.2000359,9381.14415119,14419.5241548,23983.5912899,7983.66614152,15218.2141389,2849.27953141,264.717740557,17900.1666088,2332.52722768,13363.9109178,-1.0,-1.0,-1.0,31967.3,31967.0,1016.3,31967.0
25065.8335348,24022.0215435,16791.283438,5314.54042472,3814.28761486,27661.865834,8067.65599547,10164.7049267,104.422198855,16063.7187466,2151.53229542,22144.2729672,-1.0,11882.0,-1.0,11882.0,11882.0,996.77,-1.0
22930.4916333,4385.05158378,27592.7346875,7650.08362169,2118.20083394,25846.9783687,5995.19439223,18206.8498763,342.744995197,14601.0726198,2345.45942292,22239.9595253,-1.0,8113.4,-1.0,8113.44,8113.4,1003.0,-1.0
8430.90703608,11174.9046748,15599.3320907,26808.4282741,1383.44829604,26463.8215713,12113.8615082,11522.7358145,281.858812343,19733.0094376,1983.9518578,27275.46219,-1.0,13497.0,-1.0,13497.4,13497.0,919.84,-1.0
10608.5539626,7564.53886654,24288.3708773,25576.2949954,10920.5221836,15438.7097823,6329.52268332,15904.4934642,128.572273208,15389.1399663,2050.50363038,235.004224698,-1.0,17250.0,-1.0,17250.1,17250.0,1069.7,-1.0
24794.0167995,3221.98909,3157.01629271,27574.4765387,10862.3283423,5121.79692097,16077.6899957,23412.5321793,286.228436262,17647.230346,1835.8083046,2341.30102951,-1.0,-1.0,-1.0,25017.7,-1.0,1835.8,-1.0
120.723049322,14446.6386681,27780.4965278,9226.68257562,1837.19898259,26263.230451,7930.30237335,12619.7636392,30.9746383711,20805.5598538,2586.22712665,19850.5963898,-1.0,9767.5,-1.0,9767.56,9767.5,1008.2,-1.0
6949.44563129,13021.4248562,24821.036701,6241.92851142,24638.9293921,6971.21088982,853.361234469,19651.8221106,19.7653301117,19398.2449401,2328.12667297,4814.16190563,-1.0,25492.0,-1.0,25492.3,25492.0,995.72,-1.0
3172.34983599,23562.3790422,9155.50035549,12645.9615436,16968.6081007,7573.22710131,16696.1720814,778.392483429,60.2413222144,14617.4218087,2588.38600653,26330.4552888,-1.0,-1.0,-1.0,24541.9,24542.0,910.17,24542.0
28664.2441104,10477.179755,11513.6054187,18322.1112041,25760.1905453,11426.9233156,5068.16574574,23651.224618,149.087340434,21089.3717496,2047.15954729,4046.67487162,-1.0,30828.0,-1.0,30828.4,30828.0,1018.3,-1.0
12557.9002415,25438.579056,5682.63218732,20047.9931189,16623.7541042,24551.5003544,11818.6394868,25819.199827,270.974050353,19750.1963451,2291.03017472,28653.5630109,27331.0,28442.0,-1.0,28442.4,28442.0,750.48,-1.0
11159.0529884,15089.0916471,18322.3393526,12954.3841551,4157.46922644,12578.2261068,18128.8437036,21695.8421259,316.003254904,17864.3096558,2130.79594771,21843.975875,-1.0,-1.0,-1.0,16735.8,16736.0,1002.7,16736.0
9813.71614715,15122.3949201,23648.9000963,6850.59648762,19192.7309369,7689.31024341,206.855780075,12539.7994637,212.539070043,15040.4182658,1943.17425592,9285.7969181,-1.0,19400.0,-1.0,19399.6,19400.0,1004.8,-1.0
25319.7720077,13367.787022,15120.477452,8594.00831389,19464.5415155,15246.2506348,13195.2978583,3890.59836159,0.656721752439,19981.7974981,1899.58973947,25436.9223302,-1.0,32660.0,-1.0,32659.9,32660.0,992.06,-1.0
17863.0650391,28691.3122866,12114.8792359,15406.9565794,1922.23062397,14480.3195932,616.591164835,12973.5621134,3.32095296106,20565.8443265,2194.66790329,2177.15269712,-1.0,2538.8,-1.0,2538.87,2538.9,996.17,-1.0
25102.5371998,510.146747084,13840.8483994,15720.3879337,4226.10153665,27519.8426462,14845.0009035,9544.41559136,34.239428937,21328.4689404,2354.10311216,27602.3741917,-1.0,19071.0,-1.0,19071.2,19071.0,903.8,-1.0
19674.6822967,19034.0075969,10919.9257288,10586.4179613,18629.6484627,12054.1864606,3621.05957545,16366.5003893,35.258308434,18546.3687278,2219.09705155,25834.0511932,-1.0,22251.0,-1.0,22250.7,22251.0,1012.4,-1.0
19387.0789449,18070.4131144,7499.10582671,27312.8135527,6249.79930011,16990.5481937,7956.44315229,15317.006491,24.7308254859,15464.8509178,2547.98573081,18750.8731316,-1.0,14206.0,-1.0,14206.3,14206.0,966.16,-1.0
1397.49063345,12665.8774239,28154.2324107,5338.88400205,9366.91809924,23007.2345612,7587.03224586,15668.3306073,121.082034159,20294.2477617,2163.85053759,28145.2090543,-1.0,16954.0,-1.0,16954.0,16954.0,1009.0,-1.0
5117.58102971,972.31369581,17534.6895043,10151.7233848,25077.2876134,1935.14202236,13370.5089049,19048.8374266,270.889517547,16191.5062696,1996.06690365,15774.7024031,-1.0,-1.0,-1.0,27012.5,27012.0,1007.1,27012.0
17592.1406982,4293.52578983,24376.3151,8964.7790471,1025.3068881,20642.0815239,4426.00573897,21166.6359911,171.09102851,20749.8372687,1879.13878824,9277.61623757,-1.0,5451.3,-1.0,5451.37,5451.3,1007.3,-1.0
19410.911662,544.857194726,28486.5392664,707.814830362,19318.6600391,25667.2392212,21219.2339786,5730.25226035,238.351308722,21264.5978793,2353.48346616,14899.0298958,-1.0,40538.0,-1.0,40537.9,40538.0,991.15,-1.0
21790.626354,22903.9075149,15743.4858962,28177.5393569,23712.8486733,19115.320673,3235.05676476,8202.1867511,223.431084417,17752.4881632,2351.5248622,24885.0368763,-1.0,26948.0,-1.0,26947.9,26948.0,996.67,-1.0
24019.1448442,12606.3595691,470.113016482,3753.53156343,15209.9314708,8204.46509133,4940.46807794,19572.9367781,265.538232418,16162.9831211,2115.73209309,19409.1529818,-1.0,20150.0,-1.0,20150.5,20150.0,814.9,-1.0
14083.1284808,7526.27677185,12594.013897,14405.3682842,20502.3281319,12708.6432324,17669.0081855,11659.7408296,259.737135416,21450.0592096,1894.191444,16811.7964737,-1.0,-1.0,-1.0,33211.0,33211.0,968.96,33211.0
23786.8147352,28010.1981228,6502.12788217,10095.6490573,24459.0667277,2098.50427205,10860.1875463,9117.93826542,240.734802152,15125.0137715,2376.04923374,13579.2623943,-1.0,-1.0,-1.0,26557.6,26558.0,1006.5,26558.0
6939.85674029,2579.17719874,15023.166281,19558.0079999,4731.06229183,1767.36210816,14894.8003329,7304.68273883,88.1287894993,19887.7794005,2285.04382381,18207.5231424,-1.0,-1.0,-1.0,6498.5,6498.5,999.75,6498.4
23949.998709,11849.0062804,28130.2077231,21542.4838961,13041.4006494,17200.1794704,2430.80183388,5083.75740897,202.402939538,17794.1579525,1898.92673054,25609.4329668,-1.0,15472.0,-1.0,15472.3,15472.0,1011.4,-1.0
8328.90730473,1456.69906241,8740.31762974,7851.9039707,9853.26489186,27525.8146769,2704.48030953,13809.1729596,299.198142234,17419.3375003,2080.77486483,10039.5998257,-1.0,12558.0,-1.0,12557.8,12558.0,995.6,-1.0
2408.29680001,20435.129665,16095.3869865,10204.2057637,28280.2488289,4799.18855799,494.693544066,11020.8562587,91.076749939,18552.1830171,2428.55270179,26669.4880558,-1.0,28775.0,-1.0,28775.0,28775.0,1012.3,-1.0
8391.55810401,27738.5999411,20221.7328642,1508.8379361,26059.0834516,16778.9529852,15097.3143982,25588.3413925,187.932335264,16505.1002533,1914.36025258,11971.9756955,-1.0,41156.0,-1.0,41156.4,41156.0,915.91,-1.0
20558.3995756,23783.2941595,25964.7682323,19469.8163924,5643.24791452,20362.2154786,23986.2274376,611.038473403,282.41204044,20322.5020475,2490.87686581,10938.2810275,22301.0,-1.0,-1.0,24651.6,-1.0,2490.9,-1.0
27845.5390288,23305.6313297,14087.8377438,15712.2982693,20467.2273628,7409.90995582,2792.70804018,22263.5815851,93.0125685801,19996.6508203,2170.58768853,26395.1523287,-1.0,23260.0,-1.0,23260.0,23260.0,1013.3,-1.0
11611.6744505,5157.57952526,14370.0231341,7884.10686811,25832.8518034,10683.4084769,11609.8142926,1786.94739968,313.973029217,17170.9779179,1865.1926185,13294.9390241,-1.0,-1.0,-1.0,36516.3,36516.0,1005.5,36516.0
266.762578938,461.313762799,25127.7551012,22808.7399832,7314.29905361,14301.5874459,16287.8954039,24917.6976764,315.913050977,21217.4036042,2442.40193553,1298.7268987,-1.0,-1.0,-1.0,16067.6,-1.0,2442.4,-1.0
5632.79281192,8873.68438736,6364.93632605,27427.3657058,23032.5663762,26144.4350361,5386.10017616,28197.3654117,281.402375881,21327.1206699,1806.38663647,872.184319123,-1.0,28419.0,-1.0,28418.7,28419.0,1018.2,-1.0
14431.7150057,17993.6573938,10471.9141133,5444.49082307,27974.3381284,16444.3325631,5459.24782668,3179.40381131,243.620059422,20725.8241761,2352.93203869,27465.4593893,-1.0,33434.0,-1.0,33433.6,33434.0,996.3,-1.0
24930.4868367,27610.2310519,7897.43137062,24527.8533777,14497.2306437,13558.306669,25014.0515094,21726.6146526,308.204669164,21029.9563193,2238.75482339,27476.9370507,27483.0,-1.0,-1.0,28055.6,28056.0,754.35,28056.0
12185.9604402,27354.6138561,22803.4531986,28192.148259,26429.8411295,21847.4356329,244.688490049,17421.4946135,337.874293245,17366.1615131,2461.79113454,13955.2788913,-1.0,26675.0,-1.0,26674.6,26675.0,1005.3,-1.0
8556.74205685,27268.5554218,17988.7146028,20186.9349679,7984.77429498,10864.5510512,26369.6161685,10163.277671,64.7738488569,20610.4636319,1808.59251237,4669.08322851,-1.0,-1.0,-1.0,21349.8,-1.0,1808.6,-1.0
1683.50290941,9534.2198728,28172.006836,13876.1585827,2257.85209888,27869.7596207,12332.5300015,11710.9873325,197.839197761,17975.0011716,1801.63261297,7188.25435377,-1.0,14590.0,-1.0,14590.4,14590.0,1018.5,-1.0
10084.1978734,10262.9667062,28173.9426374,25533.8456098,23498.9555449,10910.2068217,1004.90372606,28497.6876065,126.103901227,14935.030156,1844.05883676,4229.14394774,-1.0,24504.0,-1.0,24503.9,24504.0,998.57,-1.0
3085.29312841,6273.87135219,14691.2325739,578.914551954,4867.79734737,27024.0372552,10364.8381152,15401.1177779,207.94389197,16297.600459,2318.6609541,10801.421443,-1.0,15233.0,-1.0,15232.7,15233.0,994.42,-1.0
27931.812867,25870.7936463,16879.7269214,20911.1089294,19952.0510667,14362.4781332,4626.07219496,18695.6152755,78.0741551933,14845.7362314,2442.05735574,16891.5617426,-1.0,24578.0,-1.0,24578.2,24578.0,1013.3,-1.0
26496.3739919,17717.2070623,27222.7299047,9291.92087317,19333.9787962,16332.1547689,27159.6019268,3836.92613698,127.528024758,21128.6712361,2122.93326755,1750.23017556,-1.0,-1.0,-1.0,35666.2,35666.0,1253.1,35666.0
5268.81511521,8002.35299198,7510.68435202,26507.3177988,18128.9314296,6199.52048569,26263.2001174,836.977762151,50.9694373923,17464.8044155,1925.26728959,16765.9113857,-1.0,-1.0,-1.0,24328.5,24329.0,994.16,24328.0
25023.1379834,7760.40995806,6134.30372888,6531.84404053,8526.17505171,14743.3718834,8400.522942,3034.89585617,173.220836931,17457.8921374,2132.23146476,9631.42350642,-1.0,16927.0,-1.0,16926.8,16927.0,853.6,-1.0
17381.9353401,6044.51821156,11808.0158352,6695.86109907,3792.64797677,26857.8723297,16940.3026994,10815.4226724,206.814198712,17478.8820845,2543.37654508,4332.58466859,-1.0,-1.0,-1.0,17376.9,-1.0,2543.4,-1.0
23596.1981205,2084.83145586,20173.1711914,1648.38911275,673.584594146,24509.3027317,11018.546906,7132.12214626,279.335765317,16979.5070752,2259.2308498,20097.0644403,-1.0,11692.0,-1.0,11692.2,11692.0,996.95,-1.0
18917.9189937,11387.7088101,1206.73506461,18212.2332956,10281.1955366,8898.95287803,8847.27451218,25884.3121043,8.22761442857,16725.584799,2071.32688526,5951.18088374,-1.0,19128.0,-1.0,19128.5,19128.0,790.63,-1.0
26791.9461903,8324.51812734,14007.8597444,17927.5654891,13472.1288745,10438.4246654,24225.6288563,592.028662449,199.111475344,16266.2612657,2259.44594113,4621.16054535,-1.0,-1.0,-1.0,23910.6,23911.0,1052.5,23911.0
27573.031264,25920.2884557,13869.1928767,19975.7874873,24299.6597468,5233.43492043,19680.4757807,17096.8798425,210.670036469,15995.863103,1957.52131173,22221.9921222,-1.0,-1.0,-1.0,29533.2,29533.0,995.99,29533.0
2923.69657884,1361.17364114,25744.7801307,12687.5521125,28497.3316669,5320.22888283,18788.2372951,11378.4322926,86.8493089347,18844.8022436,2363.19317953,17793.4919815,-1.0,-1.0,-1.0,33817.6,33818.0,998.52,33818.0
3816.08782919,8838.36138227,27549.6265489,16966.1527556,28272.1808091,16897.1905673,16729.7564092,22361.1823414,164.886093685,16642.96176,2472.83546531,27101.9752145,44315.0,-1.0,-1.0,44518.0,-1.0,838.38,-1.0
8509.7004217,18180.7264919,2269.40806503,17636.9153957,16986.7684528,14159.9606645,13743.790927,23638.9280075,300.765156655,16232.3183535,2308.14422724,9765.4963522,-1.0,30731.0,-1.0,30730.6,30731.0,815.57,-1.0
17373.7494443,10103.7109998,20308.4542869,25344.8762288,19477.2948544,28262.2451533,12977.5987773,20201.3408781,191.676340681,20546.4224068,2155.64856451,7807.4343941,-1.0,32455.0,-1.0,32454.9,32455.0,1018.4,-1.0
6538.71269182,6645.21110802,27910.0465589,1531.79070524,18631.3328355,696.273386944,10031.4458494,17933.0618521,185.035803506,16427.8009571,2588.08149646,16745.7124727,-1.0,-1.0,-1.0,19327.7,19328.0,1007.2,19328.0
3269.30781369,3212.89302466,5455.61253567,15734.6505033,1576.53582781,12687.6228867,701.869165943,21130.5416147,22.6735011782,15050.5596424,2127.60071248,5720.51294959,-1.0,2278.4,-1.0,2278.46,2278.4,998.74,-1.0
2385.05068641,19476.4172035,3693.60330453,27792.7464542,809.285879161,26606.437702,28565.0207673,12781.9275899,85.7978241407,20765.5602384,2304.94660001,17573.8114447,-1.0,29374.0,-1.0,29374.4,29374.0,1037.5,-1.0
18098.3639042,4188.54093317,14677.6323129,2267.22476538,14050.8441318,60.4182936419,2117.1163069,11726.9501778,156.468402264,21479.3184503,2080.48176138,8621.76862857,-1.0,-1.0,-1.0,14111.3,14111.0,1000.1,14111.0
7302.43105578,25931.9884358,27594.6927141,24358.6923017,21667.6666073,21959.2712573,26014.8696511,19223.4184453,338.645127471,17166.6585929,1897.34822698,11600.24735,-1.0,47683.0,-1.0,47682.6,47683.0,1018.3,-1.0
8676.12925485,16910.2464857,23473.0281718,16817.2254729,2836.12840718,2411.43091009,21179.0875796,25119.7798992,17.7237544921,20703.3975082,2036.60939244,13069.6926911,-1.0,-1.0,-1.0,5247.63,5247.6,1012.1,5247.6
28636.3012042,9904.97743142,24753.4418088,6264.79028729,4348.30779358,1147.94747102,11426.7533831,8389.88926888,340.672552119,16692.6007706,2040.32731193,16942.4365633,-1.0,-1.0,-1.0,5496.33,5496.3,1013.9,5496.3
17174.0218815,14286.9379468,27007.296481,6323.51393556,2794.98373708,11158.4718844,23423.2024347,25180.3308371,113.099568479,17813.3161867,2597.43446823,18382.0106218,-1.0,-1.0,-1.0,13953.5,13954.0,995.65,13953.0
27294.9491284,26707.9464134,9285.12263169,4242.78221032,19829.3219569,19856.021594,22555.5139911,22991.7102459,251.5884844,20280.1449861,2531.89509457,15014.0382502,-1.0,-1.0,-1.0,36647.8,36648.0,795.87,-1.0
24296.3214053,8656.73645143,21409.2018566,20348.2581233,14402.5433392,2958.57635216,14463.7378774,2670.42012679,320.414971894,20315.0344772,1995.92774257,17947.537469,-1.0,-1.0,-1.0,17361.2,17361.0,995.22,17361.0
27967.7396629,12605.4276928,1818.35502399,7723.89312953,7822.08640105,26590.2762077,26330.5755771,12976.4522921,340.933657053,17585.1506871,2032.66626656,1450.14984824,-1.0,-1.0,-1.0,20634.2,-1.0,2032.7,-1.0
6812.6885526,15997.7799032,12524.0968748,635.220530135,931.484527743,188.407180564,27143.1141725,9819.2696738,175.395116134,17238.9383344,2136.99213894,469.183615841,-1.0,-1.0,-1.0,1119.96,1119.9,1014.2,1119.9
20575.98677,20729.7669128,16277.9785509,13412.3008384,16574.7460424,15864.1027954,15325.9442688,437.299198454,325.046975597,18056.7796768,2467.98419487,9242.88732415,-1.0,31901.0,-1.0,31900.7,31901.0,999.68,-1.0
22836.8736589,25407.9523945,14882.3336371,12264.609748,21730.9810834,14163.7787659,21695.6925584,9169.05322806,92.3931169868,15594.2086774,2191.44151948,19777.0844165,-1.0,-1.0,-1.0,35894.8,35895.0,1011.3,35895.0
20042.3328348,20259.60487,25241.9196006,26972.3172645,24816.8293062,23254.3835259,24188.6162291,3620.76000275,214.099337882,18604.5668685,2397.78635141,18731.8156798,47042.0,-1.0,-1.0,48071.3,48071.0,1428.8,48071.0
20218.6658699,9895.82200398,9578.6828011,6416.1902868,11990.6685556,24207.9993487,6706.86019234,24113.8639929,44.1227230489,20429.7322548,2203.1453739,14632.0099081,-1.0,18698.0,-1.0,18697.6,18698.0,1004.7,-1.0
24939.7932203,23642.5983654,21198.2510283,21573.6416118,6838.71949858,5001.18667212,10712.37454,18197.9103406,122.948280126,19714.2345119,1802.86602305,1824.92810015,-1.0,17551.0,-1.0,17551.1,17551.0,1018.5,-1.0
20026.9657992,17763.1053049,12494.2779518,11139.0989722,12600.9018806,1119.8372002,4794.56561339,13090.6432976,33.4807602134,14941.8038474,2275.57543652,12490.4936108,-1.0,-1.0,-1.0,13720.8,13721.0,1005.2,13721.0
4456.69810646,23143.2402951,18393.3700354,23748.6204338,7349.85544511,4650.83308071,20979.8993452,8226.9077143,281.583450722,15650.2363656,2581.60574947,9048.4265551,-1.0,-1.0,-1.0,12000.8,12001.0,1003.3,12001.0
13782.979331,8545.71205357,15289.0463867,25093.6458766,8689.77842691,20928.7092403,13894.8932487,3725.85172236,52.2346182824,21466.5467185,2267.7848894,4135.06827576,-1.0,22585.0,-1.0,22584.7,22585.0,2185.9,-1.0
17441.2012757,28314.2398438,28704.3699209,901.969893262,169.328107521,1647.31998757,22707.5685097,14091.6154539,61.4798391868,20495.5193512,2587.68818341,26135.8267588,-1.0,-1.0,-1.0,1816.72,1816.7,1014.0,1816.7
25224.2201141,14877.6250503,18837.0578177,5619.09943461,25426.4837246,7462.14148396,24424.2130954,1638.23923508,178.310961998,19660.9969135,2066.21679548,16580.8971014,-1.0,-1.0,-1.0,32888.7,32889.0,1000.3,32889.0
11742.0878422,2759.4836993,16197.4017368,771.753767241,12855.1419122,131.117298224,7862.04620483,3319.10870458,296.164627616,18646.5373273,2011.65619954,14550.124317,-1.0,-1.0,-1.0,12986.3,12986.0,1003.1,12986.0
24150.7042646,27050.0193087,2193.35933883,5021.32222171,16749.2649946,15374.4450697,11035.7830873,2773.65533904,67.8729160953,15470.8253092,2584.71622981,15485.9599497,24748.0,-1.0,-1.0,27711.2,27711.0,750.36,-1.0
6411.23268313,7237.85779781,24995.7150372,4664.42453114,17798.5869311,5277.70173753,20317.5165913,4250.77625341,235.099201712,16772.692923,2294.41731286,22331.7377974,-1.0,-1.0,-1.0,23076.4,23076.0,995.38,23076.0
24047.257971,2943.70624813,5249.58054602,13520.5971775,12352.4805039,3875.22423316,1297.94793596,24589.5772111,285.599717494,21098.3620539,2058.1555644,12730.5018254,-1.0,13650.0,-1.0,13650.5,13650.0,1008.8,-1.0
6878.84638044,26445.9018187,2418.25063191,674.912528936,28178.7126123,18972.15532,16959.3948241,26634.6554862,178.912409088,15688.7157655,2344.15568324,27528.603967,-1.0,-1.0,-1.0,34721.9,34722.0,810.8,-1.0
19629.753206,13344.2906901,10789.6896812,24368.7934083,25282.1903708,13227.4096364,8699.26083837,10253.8445517,115.000297142,18504.3049182,2589.63739198,27151.8789365,-1.0,33981.0,-1.0,33981.5,33981.0,1006.6,-1.0
8997.19577548,17922.4754405,7981.37837214,17998.4004067,14149.1245363,1086.87935208,12936.3780922,18448.7084301,173.368305242,19294.5142984,1876.58304052,2891.20435509,-1.0,-1.0,-1.0,15236.1,15236.0,1003.4,15236.0
24944.5740001,20324.01517,4923.44902464,17848.3461998,18771.1887549,24524.0696768,5307.94160775,12684.735755,333.825633293,17837.5670207,2322.77501294,7585.08470452,-1.0,24079.0,-1.0,24079.2,24079.0,953.19,-1.0
