mean_X2,mean_Y1,mean_X1,mean_Y2,sen_Y1_X1,sen_Y1_X2,sen_Y2_X1,sen_Y2_X2
991.82758994,10.8694048121,0.00109644334825,3471.3973323,1009.99682121,-0.00258999127582,0.7,3.5
