mean_r,var_r,mean_t,var_t,sens_y0_r,sens_angle_r,var_ste_r,mean_ste_r,var_ste_t,mean_ste_t
65.4144312232,540.563912161,4.01792702798,2.81167467666,0.000257873212911,-0.033935523618,49.3686487075,1.49833529045,0.256784769144,0.108060760299
